category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
27	GO:0000124	1	0.999876946835135	0	2	SAGA complex	CC
28	GO:0000139	1	0.997066994816645	0	48	Golgi membrane	CC
29	GO:0000140	1	0.999815522989348	0	3	acylglycerone-phosphate reductase activity	MF
30	GO:0000145	1	0.999939767444984	0	1	exocyst	CC
31	GO:0000148	1	0.999819331031207	0	3	1,3-beta-D-glucan synthase complex	CC
32	GO:0000150	1	0.999633574682826	0	6	recombinase activity	MF
33	GO:0000151	1	0.980254506497356	0	323	ubiquitin ligase complex	CC
34	GO:0000154	1	0.999816849930643	0	3	rRNA modification	BP
35	GO:0000155	1	0.998599122280731	0	23	phosphorelay sensor kinase activity	MF
36	GO:0000156	1	0.999087481820531	0	15	phosphorelay response regulator activity	MF
37	GO:0000158	1	0.997078274662159	0	48	NA	NA
38	GO:0000159	1	0.999449603116992	0	9	protein phosphatase type 2A complex	CC
39	GO:0000160	1	0.997315401134994	0	44	phosphorelay signal transduction system	BP
40	GO:0000162	1	0.99951401563013	0	8	tryptophan biosynthetic process	BP
41	GO:0000164	1	0.999817175077071	0	3	protein phosphatase type 1 complex	CC
42	GO:0000166	1	0.979117996108161	0	344	nucleotide binding	MF
43	GO:0000175	1	0.999205488889261	0	13	3'-5'-exoribonuclease activity	MF
44	GO:0000176	1	0.999939700894168	0	1	nuclear exosome (RNase complex)	CC
45	GO:0000178	1	0.999447839701499	0	9	exosome (RNase complex)	CC
46	GO:0000179	1	0.998595989626298	0	23	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF
47	GO:0000184	1	0.998783978003238	0	20	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	BP
48	GO:0000186	1	0.999756323786149	0	4	activation of MAPKK activity	BP
49	GO:0000210	1	0.999938728165071	0	1	NAD+ diphosphatase activity	MF
50	GO:0000213	1	0.999876830981185	0	2	tRNA-intron endonuclease activity	MF
51	GO:0000214	1	0.999876830981185	0	2	tRNA-intron endonuclease complex	CC
52	GO:0000220	1	0.999819316985593	0	3	vacuolar proton-transporting V-type ATPase, V0 domain	CC
53	GO:0000221	1	0.999879402477332	0	2	vacuolar proton-transporting V-type ATPase, V1 domain	CC
54	GO:0000226	1	0.999513198983264	0	8	microtubule cytoskeleton organization	BP
55	GO:0000228	1	0.999635363631545	0	6	nuclear chromosome	CC
56	GO:0000244	1	0.999939423262784	0	1	spliceosomal tri-snRNP complex assembly	BP
57	GO:0000245	1	0.999876807032054	0	2	spliceosomal complex assembly	BP
58	GO:0000247	1	0.999817063747807	0	3	C-8 sterol isomerase activity	MF
59	GO:0000250	1	0.999268763950184	0	12	lanosterol synthase activity	MF
60	GO:0000252	1	0.998840773880916	0	19	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	MF
61	GO:0000253	1	0.998901938321981	0	18	3-keto sterol reductase activity	MF
62	GO:0000254	1	0.999570980691601	0	7	C-4 methylsterol oxidase activity	MF
63	GO:0000256	1	0.999513882776356	0	8	allantoin catabolic process	BP
64	GO:0000257	1	0.999815787034114	0	3	nitrilase activity	MF
65	GO:0000270	1	0.999879473826438	0	2	peptidoglycan metabolic process	BP
66	GO:0000272	1	0.999757330837443	0	4	polysaccharide catabolic process	BP
67	GO:0000285	1	0.999938777581541	0	1	1-phosphatidylinositol-3-phosphate 5-kinase activity	MF
68	GO:0000286	1	0.999696668688704	0	5	alanine dehydrogenase activity	MF
69	GO:0000287	1	0.987098042836826	0	211	magnesium ion binding	MF
70	GO:0000290	1	0.999939359551938	0	1	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
71	GO:0000302	1	0.999516057083877	0	8	response to reactive oxygen species	BP
72	GO:0000318	1	0.999878371803459	0	2	NA	NA
73	GO:0000334	1	0.999938685799503	0	1	3-hydroxyanthranilate 3,4-dioxygenase activity	MF
74	GO:0000339	1	0.999877856585675	0	2	RNA cap binding	MF
75	GO:0000398	1	0.999025222356938	0	16	mRNA splicing, via spliceosome	BP
76	GO:0000412	1	0.999755229648283	0	4	histone peptidyl-prolyl isomerization	BP
77	GO:0000413	1	0.996568349055101	0	56	protein peptidyl-prolyl isomerization	BP
78	GO:0000439	1	0.9996311259492	0	6	core TFIIH complex	CC
79	GO:0000445	1	0.999938477640459	0	1	THO complex part of transcription export complex	CC
80	GO:0000469	1	0.999938736875674	0	1	cleavage involved in rRNA processing	BP
81	GO:0000502	1	0.996104738890366	0	64	proteasome complex	CC
82	GO:0000723	1	0.999089697703111	0	15	telomere maintenance	BP
83	GO:0000724	1	0.999452684319728	0	9	double-strand break repair via homologous recombination	BP
84	GO:0000730	1	0.999938669458229	0	1	DNA recombinase assembly	BP
85	GO:0000737	1	0.999878516296943	0	2	DNA catabolic process, endonucleolytic	BP
86	GO:0000746	1	0.999694711515623	0	5	conjugation	BP
87	GO:0000774	1	0.999755202175338	0	4	adenyl-nucleotide exchange factor activity	MF
88	GO:0000775	1	0.999816645886373	0	3	chromosome, centromeric region	CC
89	GO:0000785	1	0.99640539594691	0	59	chromatin	CC
90	GO:0000786	1	0.997366435501413	0	43	nucleosome	CC
91	GO:0000796	1	0.999819313299198	0	3	condensin complex	CC
92	GO:0000799	1	0.999939777010402	0	1	nuclear condensin complex	CC
93	GO:0000808	1	0.999818704077042	0	3	origin recognition complex	CC
94	GO:0000810	1	0.995695197012252	0	71	diacylglycerol diphosphate phosphatase activity	MF
95	GO:0000902	1	0.998721132407392	0	21	cell morphogenesis	BP
96	GO:0000907	1	0.999449185741272	0	9	sulfonate dioxygenase activity	MF
97	GO:0000910	1	0.999939489872614	0	1	cytokinesis	BP
98	GO:0000917	1	0.998902181320117	0	18	barrier septum assembly	BP
99	GO:0000918	1	0.999573580122887	0	7	barrier septum site selection	BP
100	GO:0000922	1	0.99957370911065	0	7	spindle pole	CC
101	GO:0000930	1	0.999754914939542	0	4	gamma-tubulin complex	CC
102	GO:0000956	1	0.999694049948633	0	5	nuclear-transcribed mRNA catabolic process	BP
103	GO:0000981	1	0.999635716834004	0	6	sequence-specific DNA binding RNA polymerase II transcription factor activity	MF
104	GO:0001104	1	0.999631703944696	0	6	RNA polymerase II transcription cofactor activity	MF
105	GO:0001106	1	0.999938402601098	0	1	RNA polymerase II transcription corepressor activity	MF
106	GO:0001509	1	0.999939366908892	0	1	NA	NA
107	GO:0001510	1	0.999388262945409	0	10	RNA methylation	BP
108	GO:0001514	1	0.999151559629961	0	14	selenocysteine incorporation	BP
109	GO:0001517	1	0.999451265805688	0	9	N-acetylglucosamine 6-O-sulfotransferase activity	MF
110	GO:0001518	1	0.999879554020805	0	2	voltage-gated sodium channel complex	CC
111	GO:0001522	1	0.996261285285126	0	61	pseudouridine synthesis	BP
112	GO:0001537	1	0.999451265805688	0	9	N-acetylgalactosamine 4-O-sulfotransferase activity	MF
113	GO:0001539	1	0.999453521595382	0	9	cilium or flagellum-dependent cell motility	BP
114	GO:0001558	1	0.999878083842249	0	2	regulation of cell growth	BP
115	GO:0001584	1	0.996951270909866	0	50	NA	NA
116	GO:0001614	1	0.999939245203966	0	1	purinergic nucleotide receptor activity	MF
117	GO:0001664	1	0.999878864039296	0	2	G-protein coupled receptor binding	MF
118	GO:0001665	1	0.999939328020944	0	1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	MF
119	GO:0001668	1	0.999938410650744	0	1	NA	NA
120	GO:0001671	1	0.999573801852453	0	7	ATPase activator activity	MF
121	GO:0001678	1	0.99993921495572	0	1	cellular glucose homeostasis	BP
122	GO:0001681	1	0.999757201967485	0	4	sialate O-acetylesterase activity	MF
123	GO:0001682	1	0.999938495848323	0	1	tRNA 5'-leader removal	BP
124	GO:0001727	1	0.999817439538393	0	3	lipid kinase activity	MF
125	GO:0001733	1	0.999878535257006	0	2	galactosylceramide sulfotransferase activity	MF
126	GO:0001735	1	0.999938499224249	0	1	prenylcysteine oxidase activity	MF
127	GO:0001760	1	0.999938767276644	0	1	aminocarboxymuconate-semialdehyde decarboxylase activity	MF
128	GO:0001882	1	0.999757579145886	0	4	nucleoside binding	MF
129	GO:0001888	1	0.99987860289494	0	2	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	MF
130	GO:0001906	1	0.999938608094424	0	1	cell killing	BP
131	GO:0001932	1	0.999515424610627	0	8	regulation of protein phosphorylation	BP
132	GO:0002098	1	0.999694435451433	0	5	tRNA wobble uridine modification	BP
133	GO:0002161	1	0.999213184289651	0	13	aminoacyl-tRNA editing activity	MF
134	GO:0003333	1	0.998782583354034	0	20	amino acid transmembrane transport	BP
135	GO:0003341	1	0.999756380416733	0	4	cilium movement	BP
136	GO:0003676	1	0.943577004829749	0	925	nucleic acid binding	MF
137	GO:0003677	1	0.938360615705933	0	1011	DNA binding	MF
138	GO:0003678	1	0.998418772992731	0	26	DNA helicase activity	MF
139	GO:0003682	1	0.996162011601436	0	63	chromatin binding	MF
140	GO:0003684	1	0.994934259631118	0	83	damaged DNA binding	MF
141	GO:0003688	1	0.999756210127211	0	4	DNA replication origin binding	MF
142	GO:0003689	1	0.999757562712752	0	4	DNA clamp loader activity	MF
143	GO:0003690	1	0.999266356978038	0	12	double-stranded DNA binding	MF
144	GO:0003697	1	0.998600266522091	0	23	single-stranded DNA binding	MF
145	GO:0003700	1	0.977334104891029	0	371	sequence-specific DNA binding transcription factor activity	MF
146	GO:0003702	1	0.999754880017442	0	4	NA	NA
147	GO:0003711	1	0.999938937957644	0	1	NA	NA
148	GO:0003712	1	0.999453599233091	0	9	transcription cofactor activity	MF
149	GO:0003713	1	0.999392765658267	0	10	transcription coactivator activity	MF
150	GO:0003720	1	0.999817779001507	0	3	telomerase activity	MF
151	GO:0003721	1	0.999939137562366	0	1	telomeric template RNA reverse transcriptase activity	MF
152	GO:0003723	1	0.966603712880349	0	547	RNA binding	MF
153	GO:0003724	1	0.999207860962031	0	13	RNA helicase activity	MF
154	GO:0003725	1	0.999331354506062	0	11	double-stranded RNA binding	MF
155	GO:0003729	1	0.99993863465178	0	1	mRNA binding	MF
157	GO:0003743	1	0.997072694786296	0	48	translation initiation factor activity	MF
158	GO:0003746	1	0.997752653922383	0	37	translation elongation factor activity	MF
159	GO:0003747	1	0.999450153265474	0	9	translation release factor activity	MF
160	GO:0003755	1	0.992334133102862	0	125	peptidyl-prolyl cis-trans isomerase activity	MF
161	GO:0003756	1	0.998047979626357	0	32	protein disulfide isomerase activity	MF
162	GO:0003763	1	0.999397043285954	0	10	NA	NA
163	GO:0003774	1	0.996345698970684	0	60	motor activity	MF
164	GO:0003777	1	0.994946178567669	0	83	microtubule motor activity	MF
165	GO:0003779	1	0.997074262712907	0	48	actin binding	MF
166	GO:0003807	1	0.999939666070125	0	1	NA	NA
167	GO:0003809	1	0.999938535338191	0	1	NA	NA
168	GO:0003824	1	0.918659540486471	0	1335	catalytic activity	MF
169	GO:0003825	1	0.999576315164753	0	7	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	MF
170	GO:0003827	1	0.9998777632216	0	2	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	MF
171	GO:0003830	1	0.999938953192242	0	1	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	MF
172	GO:0003834	1	0.999939467708423	0	1	beta-carotene 15,15'-monooxygenase activity	MF
173	GO:0003835	1	0.999938551526663	0	1	beta-galactoside alpha-2,6-sialyltransferase activity	MF
174	GO:0003836	1	0.999816884915226	0	3	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	MF
175	GO:0003837	1	0.999939262451013	0	1	beta-ureidopropionase activity	MF
176	GO:0003838	1	0.999939222593959	0	1	sterol 24-C-methyltransferase activity	MF
177	GO:0003840	1	0.999879189031505	0	2	gamma-glutamyltransferase activity	MF
178	GO:0003841	1	0.999512417262852	0	8	1-acylglycerol-3-phosphate O-acyltransferase activity	MF
179	GO:0003842	1	0.99993965784232	0	1	1-pyrroline-5-carboxylate dehydrogenase activity	MF
180	GO:0003843	1	0.999819331031207	0	3	1,3-beta-D-glucan synthase activity	MF
181	GO:0003844	1	0.99993942419634	0	1	1,4-alpha-glucan branching enzyme activity	MF
182	GO:0003847	1	0.998842040749356	0	19	1-alkyl-2-acetylglycerophosphocholine esterase activity	MF
183	GO:0003848	1	0.999876990683779	0	2	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	MF
184	GO:0003849	1	0.999512298829107	0	8	3-deoxy-7-phosphoheptulonate synthase activity	MF
185	GO:0003852	1	0.999818640059179	0	3	2-isopropylmalate synthase activity	MF
186	GO:0003854	1	0.99799039204324	0	33	3-beta-hydroxy-delta5-steroid dehydrogenase activity	MF
187	GO:0003855	1	0.999878181629861	0	2	3-dehydroquinate dehydratase activity	MF
188	GO:0003856	1	0.999573605688522	0	7	3-dehydroquinate synthase activity	MF
189	GO:0003857	1	0.997740673853302	0	37	3-hydroxyacyl-CoA dehydrogenase activity	MF
190	GO:0003858	1	0.994561657182171	0	89	3-hydroxybutyrate dehydrogenase activity	MF
191	GO:0003861	1	0.999695147492514	0	5	3-isopropylmalate dehydratase activity	MF
192	GO:0003862	1	0.999877798527329	0	2	3-isopropylmalate dehydrogenase activity	MF
193	GO:0003863	1	0.999878595269468	0	2	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	MF
194	GO:0003864	1	0.999939437072111	0	1	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	MF
195	GO:0003865	1	0.999815562200851	0	3	3-oxo-5-alpha-steroid 4-dehydrogenase activity	MF
196	GO:0003866	1	0.999879277112417	0	2	3-phosphoshikimate 1-carboxyvinyltransferase activity	MF
197	GO:0003867	1	0.999394091536951	0	10	4-aminobutyrate transaminase activity	MF
198	GO:0003868	1	0.999878998634147	0	2	4-hydroxyphenylpyruvate dioxygenase activity	MF
199	GO:0003869	1	0.999695714412925	0	5	NA	NA
200	GO:0003870	1	0.999756339563398	0	4	5-aminolevulinate synthase activity	MF
201	GO:0003871	1	0.999939731204205	0	1	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	MF
202	GO:0003872	1	0.999756955606216	0	4	6-phosphofructokinase activity	MF
203	GO:0003873	1	0.999453126175597	0	9	6-phosphofructo-2-kinase activity	MF
204	GO:0003876	1	0.999939777010402	0	1	AMP deaminase activity	MF
205	GO:0003879	1	0.999939745094572	0	1	ATP phosphoribosyltransferase activity	MF
206	GO:0003880	1	0.998840093574527	0	19	protein C-terminal carboxyl O-methyltransferase activity	MF
207	GO:0003881	1	0.99987715995927	0	2	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	MF
208	GO:0003882	1	0.999938935191147	0	1	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	MF
209	GO:0003883	1	0.999939709667534	0	1	CTP synthase activity	MF
210	GO:0003884	1	0.999939080542747	0	1	D-amino-acid oxidase activity	MF
211	GO:0003885	1	0.999818399852972	0	3	D-arabinono-1,4-lactone oxidase activity	MF
212	GO:0003886	1	0.999878210208199	0	2	DNA (cytosine-5-)-methyltransferase activity	MF
213	GO:0003887	1	0.994893900570242	0	84	DNA-directed DNA polymerase activity	MF
214	GO:0003889	1	0.997513359052961	0	41	NA	NA
215	GO:0003890	1	0.99726855745935	0	45	NA	NA
216	GO:0003891	1	0.997513359052961	0	41	NA	NA
217	GO:0003893	1	0.997513359052961	0	41	NA	NA
218	GO:0003894	1	0.997513359052961	0	41	NA	NA
219	GO:0003895	1	0.997513359052961	0	41	NA	NA
220	GO:0003896	1	0.999512981855866	0	8	DNA primase activity	MF
221	GO:0003899	1	0.99553849838328	0	73	DNA-directed RNA polymerase activity	MF
222	GO:0003900	1	0.996882581629238	0	51	NA	NA
223	GO:0003901	1	0.996882581629238	0	51	NA	NA
224	GO:0003902	1	0.996882581629238	0	51	NA	NA
225	GO:0003904	1	0.999391819464773	0	10	deoxyribodipyrimidine photo-lyase activity	MF
226	GO:0003905	1	0.999939050265103	0	1	alkylbase DNA N-glycosylase activity	MF
227	GO:0003906	1	0.998962911268906	0	17	DNA-(apurinic or apyrimidinic site) lyase activity	MF
228	GO:0003908	1	0.999877510068333	0	2	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF
229	GO:0003909	1	0.999453646022533	0	9	DNA ligase activity	MF
230	GO:0003910	1	0.998664615966437	0	22	DNA ligase (ATP) activity	MF
231	GO:0003911	1	0.999879502963232	0	2	DNA ligase (NAD+) activity	MF
232	GO:0003913	1	0.99945452700303	0	9	DNA photolyase activity	MF
233	GO:0003916	1	0.999511777361661	0	8	DNA topoisomerase activity	MF
234	GO:0003917	1	0.999514232601225	0	8	DNA topoisomerase type I activity	MF
235	GO:0003918	1	0.998843328831206	0	19	DNA topoisomerase type II (ATP-hydrolyzing) activity	MF
236	GO:0003919	1	0.999816537695344	0	3	FMN adenylyltransferase activity	MF
237	GO:0003920	1	0.99987877552533	0	2	GMP reductase activity	MF
238	GO:0003922	1	0.999635685378424	0	6	GMP synthase (glutamine-hydrolyzing) activity	MF
239	GO:0003923	1	0.999694978642582	0	5	GPI-anchor transamidase activity	MF
240	GO:0003924	1	0.989205815820696	0	177	GTPase activity	MF
241	GO:0003925	1	0.999140462361859	0	14	NA	NA
242	GO:0003933	1	0.99987682258577	0	2	GTP cyclohydrolase activity	MF
243	GO:0003934	1	0.999938652370152	0	1	GTP cyclohydrolase I activity	MF
244	GO:0003935	1	0.999694449582967	0	5	GTP cyclohydrolase II activity	MF
245	GO:0003936	1	0.998416037335897	0	26	NA	NA
246	GO:0003937	1	0.99981663631336	0	3	IMP cyclohydrolase activity	MF
247	GO:0003938	1	0.999452307729801	0	9	IMP dehydrogenase activity	MF
248	GO:0003940	1	0.999939115988221	0	1	L-iduronidase activity	MF
249	GO:0003941	1	0.999879041544277	0	2	L-serine ammonia-lyase activity	MF
250	GO:0003942	1	0.999818309064935	0	3	N-acetyl-gamma-glutamyl-phosphate reductase activity	MF
251	GO:0003943	1	0.999453663208109	0	9	N-acetylgalactosamine-4-sulfatase activity	MF
252	GO:0003949	1	0.999877537875325	0	2	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	MF
253	GO:0003950	1	0.997135920350432	0	47	NAD+ ADP-ribosyltransferase activity	MF
254	GO:0003951	1	0.999938504070185	0	1	NAD+ kinase activity	MF
255	GO:0003952	1	0.999696070781087	0	5	NAD+ synthase (glutamine-hydrolyzing) activity	MF
256	GO:0003954	1	0.999756535345284	0	4	NADH dehydrogenase activity	MF
257	GO:0003955	1	0.999877675638029	0	2	NAD(P)H dehydrogenase (quinone) activity	MF
258	GO:0003956	1	0.998910628297251	0	18	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	MF
259	GO:0003957	1	0.999939696210162	0	1	NAD(P)+ transhydrogenase (B-specific) activity	MF
260	GO:0003958	1	0.999454308193392	0	9	NADPH-hemoprotein reductase activity	MF
261	GO:0003959	1	0.999816583098472	0	3	NADPH dehydrogenase activity	MF
262	GO:0003960	1	0.999695805101489	0	5	NADPH:quinone reductase activity	MF
263	GO:0003962	1	0.999939263670957	0	1	cystathionine gamma-synthase activity	MF
264	GO:0003963	1	0.999632907314185	0	6	RNA-3'-phosphate cyclase activity	MF
265	GO:0003964	1	0.999939137562366	0	1	RNA-directed DNA polymerase activity	MF
266	GO:0003968	1	0.999636843938469	0	6	RNA-directed RNA polymerase activity	MF
267	GO:0003972	1	0.999816506403232	0	3	RNA ligase (ATP) activity	MF
268	GO:0003975	1	0.999938895245456	0	1	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	MF
269	GO:0003977	1	0.999208806893148	0	13	UDP-N-acetylglucosamine diphosphorylase activity	MF
270	GO:0003978	1	0.998477958758619	0	25	UDP-glucose 4-epimerase activity	MF
271	GO:0003979	1	0.999879012120703	0	2	UDP-glucose 6-dehydrogenase activity	MF
272	GO:0003980	1	0.998965610774108	0	17	UDP-glucose:glycoprotein glucosyltransferase activity	MF
273	GO:0003983	1	0.999758536276254	0	4	UTP:glucose-1-phosphate uridylyltransferase activity	MF
274	GO:0003984	1	0.999635806655179	0	6	acetolactate synthase activity	MF
275	GO:0003985	1	0.999939193059455	0	1	acetyl-CoA C-acetyltransferase activity	MF
276	GO:0003987	1	0.999152170053746	0	14	acetate-CoA ligase activity	MF
277	GO:0003988	1	0.999756505754611	0	4	acetyl-CoA C-acyltransferase activity	MF
278	GO:0003989	1	0.999636816984128	0	6	acetyl-CoA carboxylase activity	MF
279	GO:0003990	1	0.999575713705594	0	7	acetylcholinesterase activity	MF
280	GO:0003991	1	0.999878465003698	0	2	acetylglutamate kinase activity	MF
281	GO:0003992	1	0.999939337989611	0	1	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	MF
282	GO:0003993	1	0.998476230532404	0	25	acid phosphatase activity	MF
283	GO:0003994	1	0.99993976899249	0	1	aconitate hydratase activity	MF
284	GO:0003995	1	0.998907646177759	0	18	acyl-CoA dehydrogenase activity	MF
285	GO:0003996	1	0.99993976772727	0	1	acyl-CoA ligase activity	MF
286	GO:0003997	1	0.999879053290717	0	2	acyl-CoA oxidase activity	MF
287	GO:0003998	1	0.999815332725157	0	3	acylphosphatase activity	MF
288	GO:0003999	1	0.999695713561876	0	5	adenine phosphoribosyltransferase activity	MF
289	GO:0004	1	0.999939263670957	0	1	NA	NA
290	GO:0004000	1	0.999264699898679	0	12	adenosine deaminase activity	MF
291	GO:0004001	1	0.999693680175333	0	5	adenosine kinase activity	MF
292	GO:0004003	1	0.988940456644199	0	182	ATP-dependent DNA helicase activity	MF
293	GO:0004004	1	0.994842301060166	0	85	ATP-dependent RNA helicase activity	MF
294	GO:0004008	1	0.999758911090986	0	4	copper-exporting ATPase activity	MF
295	GO:0004012	1	0.999697709352298	0	5	phospholipid-translocating ATPase activity	MF
296	GO:0004013	1	0.999817365391428	0	3	adenosylhomocysteinase activity	MF
297	GO:0004014	1	0.999877596638217	0	2	adenosylmethionine decarboxylase activity	MF
298	GO:0004015	1	0.999515032651096	0	8	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	MF
299	GO:0004016	1	0.999392284842308	0	10	adenylate cyclase activity	MF
300	GO:0004017	1	0.999142820325949	0	14	adenylate kinase activity	MF
301	GO:0004018	1	0.999756983300981	0	4	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	MF
302	GO:0004019	1	0.999939752940574	0	1	adenylosuccinate synthase activity	MF
303	GO:0004020	1	0.99981780205871	0	3	adenylylsulfate kinase activity	MF
304	GO:0004021	1	0.999879217334591	0	2	L-alanine:2-oxoglutarate aminotransferase activity	MF
305	GO:0004022	1	0.999573467275522	0	7	alcohol dehydrogenase (NAD) activity	MF
306	GO:0004023	1	0.999633884207646	0	6	alcohol dehydrogenase activity, metal ion-independent	MF
307	GO:0004024	1	0.999633884207646	0	6	alcohol dehydrogenase activity, zinc-dependent	MF
308	GO:0004025	1	0.999633884207646	0	6	alcohol dehydrogenase activity, iron-dependent	MF
309	GO:0004027	1	0.999877554594834	0	2	alcohol sulfotransferase activity	MF
310	GO:0004029	1	0.999576024758892	0	7	aldehyde dehydrogenase (NAD) activity	MF
311	GO:0004030	1	0.999879441988593	0	2	aldehyde dehydrogenase [NAD(P)+] activity	MF
312	GO:0004031	1	0.999939704827314	0	1	aldehyde oxidase activity	MF
313	GO:0004032	1	0.999938843612443	0	1	alditol:NADP+ 1-oxidoreductase activity	MF
314	GO:0004034	1	0.999817516890798	0	3	aldose 1-epimerase activity	MF
315	GO:0004035	1	0.999939768474804	0	1	alkaline phosphatase activity	MF
316	GO:0004037	1	0.999939180015281	0	1	allantoicase activity	MF
317	GO:0004038	1	0.999819060995339	0	3	allantoinase activity	MF
318	GO:0004040	1	0.999515974430596	0	8	amidase activity	MF
319	GO:0004042	1	0.999696832935932	0	5	acetyl-CoA:L-glutamate N-acetyltransferase activity	MF
320	GO:0004043	1	0.998967247637771	0	17	L-aminoadipate-semialdehyde dehydrogenase activity	MF
321	GO:0004044	1	0.999758952473394	0	4	amidophosphoribosyltransferase activity	MF
322	GO:0004045	1	0.999692442976907	0	5	aminoacyl-tRNA hydrolase activity	MF
323	GO:0004047	1	0.999636324137145	0	6	aminomethyltransferase activity	MF
324	GO:0004048	1	0.99993922639457	0	1	anthranilate phosphoribosyltransferase activity	MF
325	GO:0004049	1	0.99957444642584	0	7	anthranilate synthase activity	MF
326	GO:0004050	1	0.99987884237906	0	2	NA	NA
327	GO:0004053	1	0.999879081963896	0	2	arginase activity	MF
328	GO:0004054	1	0.999939256326963	0	1	arginine kinase activity	MF
329	GO:0004055	1	0.9998782542715	0	2	argininosuccinate synthase activity	MF
330	GO:0004056	1	0.999756996035087	0	4	argininosuccinate lyase activity	MF
331	GO:0004058	1	0.999939165537974	0	1	aromatic-L-amino-acid decarboxylase activity	MF
332	GO:0004059	1	0.999938471891243	0	1	aralkylamine N-acetyltransferase activity	MF
333	GO:0004060	1	0.999816439894244	0	3	arylamine N-acetyltransferase activity	MF
334	GO:0004061	1	0.999938769845254	0	1	arylformamidase activity	MF
