category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
35	GO:0000155	1	1	0	23	phosphorelay sensor kinase activity	MF
36	GO:0000156	1	1	0	15	phosphorelay response regulator activity	MF
37	GO:0000158	1	1	0	48	NA	NA
38	GO:0000159	1	1	0	9	protein phosphatase type 2A complex	CC
39	GO:0000160	1	1	0	44	phosphorelay signal transduction system	BP
40	GO:0000162	1	1	0	8	tryptophan biosynthetic process	BP
41	GO:0000164	1	1	0	3	protein phosphatase type 1 complex	CC
42	GO:0000166	1	1	0	344	nucleotide binding	MF
43	GO:0000175	1	1	0	13	3'-5'-exoribonuclease activity	MF
44	GO:0000176	1	1	0	1	nuclear exosome (RNase complex)	CC
45	GO:0000178	1	1	0	9	exosome (RNase complex)	CC
46	GO:0000179	1	1	0	23	rRNA (adenine-N6,N6-)-dimethyltransferase activity	MF
47	GO:0000184	1	1	0	20	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	BP
48	GO:0000186	1	1	0	4	activation of MAPKK activity	BP
49	GO:0000210	1	1	0	1	NAD+ diphosphatase activity	MF
50	GO:0000213	1	1	0	2	tRNA-intron endonuclease activity	MF
51	GO:0000214	1	1	0	2	tRNA-intron endonuclease complex	CC
52	GO:0000220	1	1	0	3	vacuolar proton-transporting V-type ATPase, V0 domain	CC
53	GO:0000221	1	1	0	2	vacuolar proton-transporting V-type ATPase, V1 domain	CC
54	GO:0000226	1	1	0	8	microtubule cytoskeleton organization	BP
55	GO:0000228	1	1	0	6	nuclear chromosome	CC
56	GO:0000244	1	1	0	1	spliceosomal tri-snRNP complex assembly	BP
57	GO:0000245	1	1	0	2	spliceosomal complex assembly	BP
58	GO:0000247	1	1	0	3	C-8 sterol isomerase activity	MF
59	GO:0000250	1	1	0	12	lanosterol synthase activity	MF
60	GO:0000252	1	1	0	19	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	MF
61	GO:0000253	1	1	0	18	3-keto sterol reductase activity	MF
62	GO:0000254	1	1	0	7	C-4 methylsterol oxidase activity	MF
63	GO:0000256	1	1	0	8	allantoin catabolic process	BP
64	GO:0000257	1	1	0	3	nitrilase activity	MF
65	GO:0000270	1	1	0	2	peptidoglycan metabolic process	BP
66	GO:0000272	1	1	0	4	polysaccharide catabolic process	BP
67	GO:0000285	1	1	0	1	1-phosphatidylinositol-3-phosphate 5-kinase activity	MF
68	GO:0000286	1	1	0	5	alanine dehydrogenase activity	MF
69	GO:0000287	1	1	0	211	magnesium ion binding	MF
70	GO:0000290	1	1	0	1	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP
71	GO:0000302	1	1	0	8	response to reactive oxygen species	BP
72	GO:0000318	1	1	0	2	NA	NA
73	GO:0000334	1	1	0	1	3-hydroxyanthranilate 3,4-dioxygenase activity	MF
74	GO:0000339	1	1	0	2	RNA cap binding	MF
75	GO:0000398	1	1	0	16	mRNA splicing, via spliceosome	BP
76	GO:0000412	1	1	0	4	histone peptidyl-prolyl isomerization	BP
77	GO:0000413	1	1	0	56	protein peptidyl-prolyl isomerization	BP
78	GO:0000439	1	1	0	6	core TFIIH complex	CC
79	GO:0000445	1	1	0	1	THO complex part of transcription export complex	CC
80	GO:0000469	1	1	0	1	cleavage involved in rRNA processing	BP
81	GO:0000502	1	1	0	64	proteasome complex	CC
82	GO:0000723	1	1	0	15	telomere maintenance	BP
83	GO:0000724	1	1	0	9	double-strand break repair via homologous recombination	BP
84	GO:0000730	1	1	0	1	DNA recombinase assembly	BP
85	GO:0000737	1	1	0	2	DNA catabolic process, endonucleolytic	BP
86	GO:0000746	1	1	0	5	conjugation	BP
87	GO:0000774	1	1	0	4	adenyl-nucleotide exchange factor activity	MF
88	GO:0000775	1	1	0	3	chromosome, centromeric region	CC
89	GO:0000785	1	1	0	59	chromatin	CC
90	GO:0000786	1	1	0	43	nucleosome	CC
91	GO:0000796	1	1	0	3	condensin complex	CC
92	GO:0000799	1	1	0	1	nuclear condensin complex	CC
93	GO:0000808	1	1	0	3	origin recognition complex	CC
94	GO:0000810	1	1	0	71	diacylglycerol diphosphate phosphatase activity	MF
95	GO:0000902	1	1	0	21	cell morphogenesis	BP
96	GO:0000907	1	1	0	9	sulfonate dioxygenase activity	MF
97	GO:0000910	1	1	0	1	cytokinesis	BP
98	GO:0000917	1	1	0	18	barrier septum assembly	BP
99	GO:0000918	1	1	0	7	barrier septum site selection	BP
100	GO:0000922	1	1	0	7	spindle pole	CC
101	GO:0000930	1	1	0	4	gamma-tubulin complex	CC
102	GO:0000956	1	1	0	5	nuclear-transcribed mRNA catabolic process	BP
103	GO:0000981	1	1	0	6	sequence-specific DNA binding RNA polymerase II transcription factor activity	MF
104	GO:0001104	1	1	0	6	RNA polymerase II transcription cofactor activity	MF
105	GO:0001106	1	1	0	1	RNA polymerase II transcription corepressor activity	MF
106	GO:0001509	1	1	0	1	NA	NA
107	GO:0001510	1	1	0	10	RNA methylation	BP
108	GO:0001514	1	1	0	14	selenocysteine incorporation	BP
109	GO:0001517	1	1	0	9	N-acetylglucosamine 6-O-sulfotransferase activity	MF
110	GO:0001518	1	1	0	2	voltage-gated sodium channel complex	CC
111	GO:0001522	1	1	0	61	pseudouridine synthesis	BP
112	GO:0001537	1	1	0	9	N-acetylgalactosamine 4-O-sulfotransferase activity	MF
113	GO:0001539	1	1	0	9	cilium or flagellum-dependent cell motility	BP
114	GO:0001558	1	1	0	2	regulation of cell growth	BP
115	GO:0001584	1	1	0	50	NA	NA
116	GO:0001614	1	1	0	1	purinergic nucleotide receptor activity	MF
117	GO:0001664	1	1	0	2	G-protein coupled receptor binding	MF
118	GO:0001665	1	1	0	1	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity	MF
119	GO:0001668	1	1	0	1	NA	NA
120	GO:0001671	1	1	0	7	ATPase activator activity	MF
121	GO:0001678	1	1	0	1	cellular glucose homeostasis	BP
122	GO:0001681	1	1	0	4	sialate O-acetylesterase activity	MF
123	GO:0001682	1	1	0	1	tRNA 5'-leader removal	BP
124	GO:0001727	1	1	0	3	lipid kinase activity	MF
125	GO:0001733	1	1	0	2	galactosylceramide sulfotransferase activity	MF
126	GO:0001735	1	1	0	1	prenylcysteine oxidase activity	MF
127	GO:0001760	1	1	0	1	aminocarboxymuconate-semialdehyde decarboxylase activity	MF
128	GO:0001882	1	1	0	4	nucleoside binding	MF
129	GO:0001888	1	1	0	2	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	MF
130	GO:0001906	1	1	0	1	cell killing	BP
131	GO:0001932	1	1	0	8	regulation of protein phosphorylation	BP
132	GO:0002098	1	1	0	5	tRNA wobble uridine modification	BP
133	GO:0002161	1	1	0	13	aminoacyl-tRNA editing activity	MF
134	GO:0003333	1	1	0	20	amino acid transmembrane transport	BP
135	GO:0003341	1	1	0	4	cilium movement	BP
136	GO:0003676	1	1	0	925	nucleic acid binding	MF
137	GO:0003677	1	1	0	1011	DNA binding	MF
138	GO:0003678	1	1	0	26	DNA helicase activity	MF
139	GO:0003682	1	1	0	63	chromatin binding	MF
140	GO:0003684	1	1	0	83	damaged DNA binding	MF
141	GO:0003688	1	1	0	4	DNA replication origin binding	MF
142	GO:0003689	1	1	0	4	DNA clamp loader activity	MF
143	GO:0003690	1	1	0	12	double-stranded DNA binding	MF
144	GO:0003697	1	1	0	23	single-stranded DNA binding	MF
145	GO:0003700	1	1	0	371	sequence-specific DNA binding transcription factor activity	MF
146	GO:0003702	1	1	0	4	NA	NA
147	GO:0003711	1	1	0	1	NA	NA
148	GO:0003712	1	1	0	9	transcription cofactor activity	MF
149	GO:0003713	1	1	0	10	transcription coactivator activity	MF
150	GO:0003720	1	1	0	3	telomerase activity	MF
151	GO:0003721	1	1	0	1	telomeric template RNA reverse transcriptase activity	MF
152	GO:0003723	1	1	0	547	RNA binding	MF
153	GO:0003724	1	1	0	13	RNA helicase activity	MF
154	GO:0003725	1	1	0	11	double-stranded RNA binding	MF
155	GO:0003729	1	1	0	1	mRNA binding	MF
156	GO:0003735	1	1	0	307	structural constituent of ribosome	MF
157	GO:0003743	1	1	0	48	translation initiation factor activity	MF
158	GO:0003746	1	1	0	37	translation elongation factor activity	MF
159	GO:0003747	1	1	0	9	translation release factor activity	MF
160	GO:0003755	1	1	0	125	peptidyl-prolyl cis-trans isomerase activity	MF
161	GO:0003756	1	1	0	32	protein disulfide isomerase activity	MF
162	GO:0003763	1	1	0	10	NA	NA
163	GO:0003774	1	1	0	60	motor activity	MF
164	GO:0003777	1	1	0	83	microtubule motor activity	MF
165	GO:0003779	1	1	0	48	actin binding	MF
166	GO:0003807	1	1	0	1	NA	NA
167	GO:0003809	1	1	0	1	NA	NA
168	GO:0003824	1	1	0	1335	catalytic activity	MF
169	GO:0003825	1	1	0	7	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	MF
170	GO:0003827	1	1	0	2	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	MF
171	GO:0003830	1	1	0	1	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	MF
172	GO:0003834	1	1	0	1	beta-carotene 15,15'-monooxygenase activity	MF
173	GO:0003835	1	1	0	1	beta-galactoside alpha-2,6-sialyltransferase activity	MF
174	GO:0003836	1	1	0	3	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity	MF
175	GO:0003837	1	1	0	1	beta-ureidopropionase activity	MF
176	GO:0003838	1	1	0	1	sterol 24-C-methyltransferase activity	MF
177	GO:0003840	1	1	0	2	gamma-glutamyltransferase activity	MF
178	GO:0003841	1	1	0	8	1-acylglycerol-3-phosphate O-acyltransferase activity	MF
179	GO:0003842	1	1	0	1	1-pyrroline-5-carboxylate dehydrogenase activity	MF
180	GO:0003843	1	1	0	3	1,3-beta-D-glucan synthase activity	MF
181	GO:0003844	1	1	0	1	1,4-alpha-glucan branching enzyme activity	MF
182	GO:0003847	1	1	0	19	1-alkyl-2-acetylglycerophosphocholine esterase activity	MF
183	GO:0003848	1	1	0	2	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	MF
184	GO:0003849	1	1	0	8	3-deoxy-7-phosphoheptulonate synthase activity	MF
185	GO:0003852	1	1	0	3	2-isopropylmalate synthase activity	MF
186	GO:0003854	1	1	0	33	3-beta-hydroxy-delta5-steroid dehydrogenase activity	MF
187	GO:0003855	1	1	0	2	3-dehydroquinate dehydratase activity	MF
188	GO:0003856	1	1	0	7	3-dehydroquinate synthase activity	MF
189	GO:0003857	1	1	0	37	3-hydroxyacyl-CoA dehydrogenase activity	MF
190	GO:0003858	1	1	0	89	3-hydroxybutyrate dehydrogenase activity	MF
191	GO:0003861	1	1	0	5	3-isopropylmalate dehydratase activity	MF
192	GO:0003862	1	1	0	2	3-isopropylmalate dehydrogenase activity	MF
193	GO:0003863	1	1	0	2	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	MF
194	GO:0003864	1	1	0	1	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	MF
195	GO:0003865	1	1	0	3	3-oxo-5-alpha-steroid 4-dehydrogenase activity	MF
196	GO:0003866	1	1	0	2	3-phosphoshikimate 1-carboxyvinyltransferase activity	MF
197	GO:0003867	1	1	0	10	4-aminobutyrate transaminase activity	MF
198	GO:0003868	1	1	0	2	4-hydroxyphenylpyruvate dioxygenase activity	MF
199	GO:0003869	1	1	0	5	NA	NA
200	GO:0003870	1	1	0	4	5-aminolevulinate synthase activity	MF
201	GO:0003871	1	1	0	1	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	MF
202	GO:0003872	1	1	0	4	6-phosphofructokinase activity	MF
203	GO:0003873	1	1	0	9	6-phosphofructo-2-kinase activity	MF
204	GO:0003876	1	1	0	1	AMP deaminase activity	MF
205	GO:0003879	1	1	0	1	ATP phosphoribosyltransferase activity	MF
206	GO:0003880	1	1	0	19	protein C-terminal carboxyl O-methyltransferase activity	MF
207	GO:0003881	1	1	0	2	CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity	MF
208	GO:0003882	1	1	0	1	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	MF
209	GO:0003883	1	1	0	1	CTP synthase activity	MF
210	GO:0003884	1	1	0	1	D-amino-acid oxidase activity	MF
211	GO:0003885	1	1	0	3	D-arabinono-1,4-lactone oxidase activity	MF
212	GO:0003886	1	1	0	2	DNA (cytosine-5-)-methyltransferase activity	MF
213	GO:0003887	1	1	0	84	DNA-directed DNA polymerase activity	MF
214	GO:0003889	1	1	0	41	NA	NA
215	GO:0003890	1	1	0	45	NA	NA
216	GO:0003891	1	1	0	41	NA	NA
217	GO:0003893	1	1	0	41	NA	NA
218	GO:0003894	1	1	0	41	NA	NA
219	GO:0003895	1	1	0	41	NA	NA
220	GO:0003896	1	1	0	8	DNA primase activity	MF
221	GO:0003899	1	1	0	73	DNA-directed RNA polymerase activity	MF
222	GO:0003900	1	1	0	51	NA	NA
223	GO:0003901	1	1	0	51	NA	NA
224	GO:0003902	1	1	0	51	NA	NA
225	GO:0003904	1	1	0	10	deoxyribodipyrimidine photo-lyase activity	MF
226	GO:0003905	1	1	0	1	alkylbase DNA N-glycosylase activity	MF
227	GO:0003906	1	1	0	17	DNA-(apurinic or apyrimidinic site) lyase activity	MF
228	GO:0003908	1	1	0	2	methylated-DNA-[protein]-cysteine S-methyltransferase activity	MF
229	GO:0003909	1	1	0	9	DNA ligase activity	MF
230	GO:0003910	1	1	0	22	DNA ligase (ATP) activity	MF
231	GO:0003911	1	1	0	2	DNA ligase (NAD+) activity	MF
232	GO:0003913	1	1	0	9	DNA photolyase activity	MF
233	GO:0003916	1	1	0	8	DNA topoisomerase activity	MF
234	GO:0003917	1	1	0	8	DNA topoisomerase type I activity	MF
235	GO:0003918	1	1	0	19	DNA topoisomerase type II (ATP-hydrolyzing) activity	MF
236	GO:0003919	1	1	0	3	FMN adenylyltransferase activity	MF
237	GO:0003920	1	1	0	2	GMP reductase activity	MF
238	GO:0003922	1	1	0	6	GMP synthase (glutamine-hydrolyzing) activity	MF
239	GO:0003923	1	1	0	5	GPI-anchor transamidase activity	MF
240	GO:0003924	1	1	0	177	GTPase activity	MF
241	GO:0003925	1	1	0	14	NA	NA
242	GO:0003933	1	1	0	2	GTP cyclohydrolase activity	MF
243	GO:0003934	1	1	0	1	GTP cyclohydrolase I activity	MF
244	GO:0003935	1	1	0	5	GTP cyclohydrolase II activity	MF
245	GO:0003936	1	1	0	26	NA	NA
246	GO:0003937	1	1	0	3	IMP cyclohydrolase activity	MF
247	GO:0003938	1	1	0	9	IMP dehydrogenase activity	MF
248	GO:0003940	1	1	0	1	L-iduronidase activity	MF
249	GO:0003941	1	1	0	2	L-serine ammonia-lyase activity	MF
250	GO:0003942	1	1	0	3	N-acetyl-gamma-glutamyl-phosphate reductase activity	MF
251	GO:0003943	1	1	0	9	N-acetylgalactosamine-4-sulfatase activity	MF
252	GO:0003949	1	1	0	2	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	MF
253	GO:0003950	1	1	0	47	NAD+ ADP-ribosyltransferase activity	MF
254	GO:0003951	1	1	0	1	NAD+ kinase activity	MF
255	GO:0003952	1	1	0	5	NAD+ synthase (glutamine-hydrolyzing) activity	MF
256	GO:0003954	1	1	0	4	NADH dehydrogenase activity	MF
257	GO:0003955	1	1	0	2	NAD(P)H dehydrogenase (quinone) activity	MF
258	GO:0003956	1	1	0	18	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	MF
259	GO:0003957	1	1	0	1	NAD(P)+ transhydrogenase (B-specific) activity	MF
260	GO:0003958	1	1	0	9	NADPH-hemoprotein reductase activity	MF
261	GO:0003959	1	1	0	3	NADPH dehydrogenase activity	MF
262	GO:0003960	1	1	0	5	NADPH:quinone reductase activity	MF
263	GO:0003962	1	1	0	1	cystathionine gamma-synthase activity	MF
264	GO:0003963	1	1	0	6	RNA-3'-phosphate cyclase activity	MF
265	GO:0003964	1	1	0	1	RNA-directed DNA polymerase activity	MF
266	GO:0003968	1	1	0	6	RNA-directed RNA polymerase activity	MF
267	GO:0003972	1	1	0	3	RNA ligase (ATP) activity	MF
268	GO:0003975	1	1	0	1	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity	MF
269	GO:0003977	1	1	0	13	UDP-N-acetylglucosamine diphosphorylase activity	MF
270	GO:0003978	1	1	0	25	UDP-glucose 4-epimerase activity	MF
271	GO:0003979	1	1	0	2	UDP-glucose 6-dehydrogenase activity	MF
272	GO:0003980	1	1	0	17	UDP-glucose:glycoprotein glucosyltransferase activity	MF
273	GO:0003983	1	1	0	4	UTP:glucose-1-phosphate uridylyltransferase activity	MF
274	GO:0003984	1	1	0	6	acetolactate synthase activity	MF
275	GO:0003985	1	1	0	1	acetyl-CoA C-acetyltransferase activity	MF
276	GO:0003987	1	1	0	14	acetate-CoA ligase activity	MF
277	GO:0003988	1	1	0	4	acetyl-CoA C-acyltransferase activity	MF
278	GO:0003989	1	1	0	6	acetyl-CoA carboxylase activity	MF
279	GO:0003990	1	1	0	7	acetylcholinesterase activity	MF
280	GO:0003991	1	1	0	2	acetylglutamate kinase activity	MF
281	GO:0003992	1	1	0	1	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity	MF
282	GO:0003993	1	1	0	25	acid phosphatase activity	MF
283	GO:0003994	1	1	0	1	aconitate hydratase activity	MF
284	GO:0003995	1	1	0	18	acyl-CoA dehydrogenase activity	MF
285	GO:0003996	1	1	0	1	acyl-CoA ligase activity	MF
286	GO:0003997	1	1	0	2	acyl-CoA oxidase activity	MF
287	GO:0003998	1	1	0	3	acylphosphatase activity	MF
288	GO:0003999	1	1	0	5	adenine phosphoribosyltransferase activity	MF
289	GO:0004	1	1	0	1	NA	NA
290	GO:0004000	1	1	0	12	adenosine deaminase activity	MF
291	GO:0004001	1	1	0	5	adenosine kinase activity	MF
292	GO:0004003	1	1	0	182	ATP-dependent DNA helicase activity	MF
293	GO:0004004	1	1	0	85	ATP-dependent RNA helicase activity	MF
294	GO:0004008	1	1	0	4	copper-exporting ATPase activity	MF
295	GO:0004012	1	1	0	5	phospholipid-translocating ATPase activity	MF
296	GO:0004013	1	1	0	3	adenosylhomocysteinase activity	MF
297	GO:0004014	1	1	0	2	adenosylmethionine decarboxylase activity	MF
298	GO:0004015	1	1	0	8	adenosylmethionine-8-amino-7-oxononanoate transaminase activity	MF
299	GO:0004016	1	1	0	10	adenylate cyclase activity	MF
300	GO:0004017	1	1	0	14	adenylate kinase activity	MF
301	GO:0004018	1	1	0	4	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	MF
302	GO:0004019	1	1	0	1	adenylosuccinate synthase activity	MF
303	GO:0004020	1	1	0	3	adenylylsulfate kinase activity	MF
304	GO:0004021	1	1	0	2	L-alanine:2-oxoglutarate aminotransferase activity	MF
305	GO:0004022	1	1	0	7	alcohol dehydrogenase (NAD) activity	MF
306	GO:0004023	1	1	0	6	alcohol dehydrogenase activity, metal ion-independent	MF
307	GO:0004024	1	1	0	6	alcohol dehydrogenase activity, zinc-dependent	MF
308	GO:0004025	1	1	0	6	alcohol dehydrogenase activity, iron-dependent	MF
309	GO:0004027	1	1	0	2	alcohol sulfotransferase activity	MF
310	GO:0004029	1	1	0	7	aldehyde dehydrogenase (NAD) activity	MF
311	GO:0004030	1	1	0	2	aldehyde dehydrogenase [NAD(P)+] activity	MF
312	GO:0004031	1	1	0	1	aldehyde oxidase activity	MF
313	GO:0004032	1	1	0	1	alditol:NADP+ 1-oxidoreductase activity	MF
314	GO:0004034	1	1	0	3	aldose 1-epimerase activity	MF
315	GO:0004035	1	1	0	1	alkaline phosphatase activity	MF
316	GO:0004037	1	1	0	1	allantoicase activity	MF
317	GO:0004038	1	1	0	3	allantoinase activity	MF
318	GO:0004040	1	1	0	8	amidase activity	MF
319	GO:0004042	1	1	0	5	acetyl-CoA:L-glutamate N-acetyltransferase activity	MF
320	GO:0004043	1	1	0	17	L-aminoadipate-semialdehyde dehydrogenase activity	MF
321	GO:0004044	1	1	0	4	amidophosphoribosyltransferase activity	MF
322	GO:0004045	1	1	0	5	aminoacyl-tRNA hydrolase activity	MF
323	GO:0004047	1	1	0	6	aminomethyltransferase activity	MF
324	GO:0004048	1	1	0	1	anthranilate phosphoribosyltransferase activity	MF
325	GO:0004049	1	1	0	7	anthranilate synthase activity	MF
326	GO:0004050	1	1	0	2	NA	NA
327	GO:0004053	1	1	0	2	arginase activity	MF
328	GO:0004054	1	1	0	1	arginine kinase activity	MF
329	GO:0004055	1	1	0	2	argininosuccinate synthase activity	MF
330	GO:0004056	1	1	0	4	argininosuccinate lyase activity	MF
331	GO:0004058	1	1	0	1	aromatic-L-amino-acid decarboxylase activity	MF
332	GO:0004059	1	1	0	1	aralkylamine N-acetyltransferase activity	MF
333	GO:0004060	1	1	0	3	arylamine N-acetyltransferase activity	MF
334	GO:0004061	1	1	0	1	arylformamidase activity	MF
335	GO:0004064	1	1	0	24	arylesterase activity	MF
336	GO:0004065	1	1	0	2	arylsulfatase activity	MF
337	GO:0004066	1	1	0	7	asparagine synthase (glutamine-hydrolyzing) activity	MF
338	GO:0004067	1	1	0	3	asparaginase activity	MF
339	GO:0004069	1	1	0	6	L-aspartate:2-oxoglutarate aminotransferase activity	MF
340	GO:0004070	1	1	0	4	aspartate carbamoyltransferase activity	MF
341	GO:0004072	1	1	0	5	aspartate kinase activity	MF
342	GO:0004073	1	1	0	2	aspartate-semialdehyde dehydrogenase activity	MF
343	GO:0004075	1	1	0	8	biotin carboxylase activity	MF
344	GO:0004076	1	1	0	4	biotin synthase activity	MF
345	GO:0004077	1	1	0	1	biotin-[acetyl-CoA-carboxylase] ligase activity	MF
346	GO:0004084	1	1	0	6	branched-chain-amino-acid transaminase activity	MF
347	GO:0004086	1	1	0	1	NA	NA
348	GO:0004088	1	1	0	5	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	MF
349	GO:0004089	1	1	0	6	carbonate dehydratase activity	MF
350	GO:0004090	1	1	0	7	carbonyl reductase (NADPH) activity	MF
351	GO:0004091	1	1	0	6	NA	NA
352	GO:0004095	1	1	0	2	carnitine O-palmitoyltransferase activity	MF
353	GO:0004096	1	1	0	6	catalase activity	MF
354	GO:0004098	1	1	0	9	cerebroside-sulfatase activity	MF
355	GO:0004104	1	1	0	6	cholinesterase activity	MF
356	GO:0004106	1	1	0	1	chorismate mutase activity	MF
357	GO:0004107	1	1	0	2	chorismate synthase activity	MF
358	GO:0004108	1	1	0	2	citrate (Si)-synthase activity	MF
359	GO:0004109	1	1	0	4	coproporphyrinogen oxidase activity	MF
360	GO:0004112	1	1	0	1	cyclic-nucleotide phosphodiesterase activity	MF
361	GO:0004114	1	1	0	5	3',5'-cyclic-nucleotide phosphodiesterase activity	MF
362	GO:0004115	1	1	0	1	3',5'-cyclic-AMP phosphodiesterase activity	MF
363	GO:0004116	1	1	0	1	NA	NA
364	GO:0004117	1	1	0	1	calmodulin-dependent cyclic-nucleotide phosphodiesterase activity	MF
365	GO:0004118	1	1	0	1	cGMP-stimulated cyclic-nucleotide phosphodiesterase activity	MF
366	GO:0004119	1	1	0	1	cGMP-inhibited cyclic-nucleotide phosphodiesterase activity	MF
367	GO:0004120	1	1	0	1	photoreceptor cyclic-nucleotide phosphodiesterase activity	MF
368	GO:0004121	1	1	0	4	cystathionine beta-lyase activity	MF
369	GO:0004122	1	1	0	11	cystathionine beta-synthase activity	MF
370	GO:0004123	1	1	0	2	cystathionine gamma-lyase activity	MF
371	GO:0004124	1	1	0	23	cysteine synthase activity	MF
372	GO:0004126	1	1	0	3	cytidine deaminase activity	MF
373	GO:0004127	1	1	0	10	cytidylate kinase activity	MF
374	GO:0004128	1	1	0	8	cytochrome-b5 reductase activity, acting on NAD(P)H	MF
375	GO:0004129	1	1	0	6	cytochrome-c oxidase activity	MF
376	GO:0004130	1	1	0	4	cytochrome-c peroxidase activity	MF
377	GO:0004132	1	1	0	1	dCMP deaminase activity	MF
378	GO:0004133	1	1	0	1	glycogen debranching enzyme activity	MF
379	GO:0004140	1	1	0	4	dephospho-CoA kinase activity	MF
380	GO:0004141	1	1	0	2	dethiobiotin synthase activity	MF
381	GO:0004143	1	1	0	6	diacylglycerol kinase activity	MF
382	GO:0004144	1	1	0	1	diacylglycerol O-acyltransferase activity	MF
383	GO:0004145	1	1	0	1	diamine N-acetyltransferase activity	MF
384	GO:0004146	1	1	0	2	dihydrofolate reductase activity	MF
385	GO:0004147	1	1	0	14	dihydrolipoamide branched chain acyltransferase activity	MF
386	GO:0004148	1	1	0	17	dihydrolipoyl dehydrogenase activity	MF
387	GO:0004149	1	1	0	16	dihydrolipoyllysine-residue succinyltransferase activity	MF
388	GO:0004150	1	1	0	2	dihydroneopterin aldolase activity	MF
389	GO:0004151	1	1	0	3	dihydroorotase activity	MF
390	GO:0004152	1	1	0	5	dihydroorotate dehydrogenase activity	MF
391	GO:0004154	1	1	0	3	dihydropterin oxidase activity	MF
392	GO:0004156	1	1	0	3	dihydropteroate synthase activity	MF
393	GO:0004158	1	1	0	2	dihydroorotate oxidase activity	MF
394	GO:0004160	1	1	0	2	dihydroxy-acid dehydratase activity	MF
