category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology
1065	GO:0006163	0.0312761216792203	0.998090825110375	2	5	purine nucleotide metabolic process	BP
1509	GO:0008519	0.0316720591779185	0.995359442963077	3	18	ammonium transmembrane transporter activity	MF
2156	GO:0016616	0.0325890902575682	0.988025471928803	8	85	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	MF
1626	GO:0008817	0.0326651989933215	0.999729247548842	1	2	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	MF
3047	GO:0046961	0.0337840115494725	0.989710890033264	6	56	proton-transporting ATPase activity, rotational mechanism	MF
1118	GO:0006357	0.0338203652428656	0.997540212534679	2	7	regulation of transcription from RNA polymerase II promoter	BP
1237	GO:0006631	0.0347877647097821	0.994793381220205	3	16	fatty acid metabolic process	BP
2294	GO:0017004	0.035294779022739	0.99228580288914	4	37	cytochrome complex assembly	BP
2132	GO:0016469	0.0353534643770968	0.990619584741823	5	41	proton-transporting two-sector ATPase complex	CC
2568	GO:0019789	0.0359187180715061	0.999672078543331	1	2	SUMO transferase activity	MF
1567	GO:0008691	0.0366948318799652	0.997209245099086	2	7	3-hydroxybutyryl-CoA dehydrogenase activity	MF
710	GO:0004692	0.0381361912830889	0.98665186603184	7	77	cGMP-dependent protein kinase activity	MF
2618	GO:0030148	0.0396714208725079	1	1	1	sphingolipid biosynthetic process	BP
2825	GO:0042284	0.0396714208725079	1	1	1	sphingolipid delta-4 desaturase activity	MF
161	GO:0003756	0.0403089529015581	0.990903654101932	4	32	protein disulfide isomerase activity	MF
1630	GO:0008825	0.0406732031408938	0.997129542598363	2	5	cyclopropane-fatty-acyl-phospholipid synthase activity	MF
2177	GO:0016671	0.0412521731533028	0.993396047221514	3	16	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	MF
822	GO:0004840	0.041298153444195	0.990421694764872	4	44	NA	NA
226	GO:0003905	0.0418703350622808	1	1	1	alkylbase DNA N-glycosylase activity	MF
2803	GO:0038032	0.0422140951794395	0.993777208695915	3	10	termination of G-protein coupled receptor signaling pathway	BP
1187	GO:0006512	0.0435326988341597	0.984316389032842	7	78	NA	NA
1058	GO:0006118	0.0460304586013005	0.970632062131694	29	476	NA	NA
666	GO:0004639	0.048028808834365	1	1	1	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	MF
121	GO:0001678	0.048937144137335	1	1	1	cellular glucose homeostasis	BP
921	GO:0005536	0.048937144137335	1	1	1	glucose binding	MF
3253	GO:0070588	0.0497869775146009	0.992152142071056	3	10	calcium ion transmembrane transport	BP
1345	GO:0007186	0.0501784377457705	0.981320243225748	7	82	G-protein coupled receptor signaling pathway	BP
2432	GO:0018659	0.0505417978156746	0.995639122656455	2	6	4-hydroxybenzoate 3-monooxygenase activity	MF
2910	GO:0043639	0.0505417978156746	0.995639122656455	2	6	benzoate catabolic process	BP
1170	GO:0006470	0.0509160681301613	0.97944166386749	8	103	protein dephosphorylation	BP
498	GO:0004366	0.0517397852881352	1	1	1	glycerol-3-phosphate O-acyltransferase activity	MF
1243	GO:0006650	0.0517397852881352	1	1	1	glycerophospholipid metabolic process	BP
2923	GO:0044070	0.0521270639959596	1	1	1	regulation of anion transport	BP
986	GO:0005856	0.0528833220134954	0.984623894993292	5	32	cytoskeleton	CC
1774	GO:0009231	0.054883832752015	0.994004461107408	2	15	riboflavin biosynthetic process	BP
1900	GO:0015031	0.0556108795167841	0.980622802756892	6	81	protein transport	BP
1688	GO:0008943	0.0559813761399979	0.990067684005663	3	14	NA	NA
2643	GO:0030288	0.0563862958632215	0.985582231045769	4	42	outer membrane-bounded periplasmic space	CC
1824	GO:0009395	0.0570506518647169	0.995129662943726	2	5	phospholipid catabolic process	BP
1059	GO:0006120	0.0579924940035423	0.998850933091656	1	3	mitochondrial electron transport, NADH to ubiquinone	BP
529	GO:0004411	0.0585157440165233	1	1	1	homogentisate 1,2-dioxygenase activity	MF
1223	GO:0006572	0.0585157440165233	1	1	1	tyrosine catabolic process	BP
194	GO:0003864	0.0597824403838705	1	1	1	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	MF
634	GO:0004592	0.0597824403838705	1	1	1	pantoate-beta-alanine ligase activity	MF
2492	GO:0019148	0.0615947580866969	0.99902273243519	1	2	D-cysteine desulfhydrase activity	MF
1267	GO:0006790	0.0620747896161403	0.988105926743264	3	18	sulfur compound metabolic process	BP
2280	GO:0016937	0.0634675661033587	0.993771356328606	2	6	short-branched-chain-acyl-CoA dehydrogenase activity	MF
2318	GO:0017099	0.0634675661033587	0.993771356328606	2	6	very-long-chain-acyl-CoA dehydrogenase activity	MF
2481	GO:0019109	0.0634675661033587	0.993771356328606	2	6	NA	NA
2654	GO:0030416	0.0636309325056658	1	1	1	methylamine metabolic process	BP
2296	GO:0017009	0.0640697367908556	0.998941241393478	1	2	protein-phycocyanobilin linkage	BP
2958	GO:0045454	0.0648630869111508	0.972306711435877	8	133	cell redox homeostasis	BP
2056	GO:0016209	0.067199581530058	0.991780216773502	2	15	antioxidant activity	MF
2158	GO:0016620	0.0675419321765281	0.981935738160941	4	33	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF
1245	GO:0006662	0.0675687327693622	0.978048988736417	5	68	glycerol ether metabolic process	BP
2601	GO:0030036	0.0676583169141843	0.992300865233549	2	9	actin cytoskeleton organization	BP
950	GO:0005739	0.0683150623179531	0.981311854329443	4	46	mitochondrion	CC
1434	GO:0008294	0.0689101202706438	0.992279351220564	2	8	calcium- and calmodulin-responsive adenylate cyclase activity	MF
1633	GO:0008830	0.0689201196824737	1	1	1	dTDP-4-dehydrorhamnose 3,5-epimerase activity	MF
1634	GO:0008831	0.0689201196824737	1	1	1	dTDP-4-dehydrorhamnose reductase activity	MF
2181	GO:0016702	0.0692662259056781	0.986440650419148	3	15	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	MF
3081	GO:0047598	0.0696762786818406	1	1	1	7-dehydrocholesterol reductase activity	MF
497	GO:0004365	0.0715061384218046	0.98568718511964	3	16	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	MF
2857	GO:0042651	0.0726740788270187	0.997675077224281	1	7	thylakoid membrane	CC
2474	GO:0019001	0.0731201069216463	0.990619847911924	2	15	guanyl nucleotide binding	MF
2721	GO:0031683	0.0731201069216463	0.990619847911924	2	15	G-protein beta/gamma-subunit complex binding	MF
725	GO:0004707	0.0734625444497429	0.970136683237799	7	89	MAP kinase activity	MF
2550	GO:0019619	0.073605665458009	0.991437168810314	2	8	protocatechuate catabolic process	BP
2168	GO:0016639	0.0758603737949082	0.984315184002732	3	17	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	MF
752	GO:0004745	0.0762865257460313	0.99848925010448	1	2	retinol dehydrogenase activity	MF
697	GO:0004675	0.076547896826356	0.971203420402065	6	74	transmembrane receptor protein serine/threonine kinase activity	MF
698	GO:0004676	0.076547896826356	0.971203420402065	6	74	3-phosphoinositide-dependent protein kinase activity	MF
700	GO:0004679	0.076547896826356	0.971203420402065	6	74	AMP-activated protein kinase activity	MF
701	GO:0004680	0.076547896826356	0.971203420402065	6	74	NA	NA
702	GO:0004681	0.076547896826356	0.971203420402065	6	74	NA	NA
706	GO:0004688	0.076547896826356	0.971203420402065	6	74	NA	NA
707	GO:0004689	0.076547896826356	0.971203420402065	6	74	phosphorylase kinase activity	MF
708	GO:0004690	0.076547896826356	0.971203420402065	6	74	cyclic nucleotide-dependent protein kinase activity	MF
712	GO:0004694	0.076547896826356	0.971203420402065	6	74	eukaryotic translation initiation factor 2alpha kinase activity	MF
713	GO:0004695	0.076547896826356	0.971203420402065	6	74	NA	NA
714	GO:0004696	0.076547896826356	0.971203420402065	6	74	NA	NA
716	GO:0004698	0.076547896826356	0.971203420402065	6	74	calcium-dependent protein kinase C activity	MF
718	GO:0004700	0.076547896826356	0.971203420402065	6	74	NA	NA
719	GO:0004701	0.076547896826356	0.971203420402065	6	74	NA	NA
720	GO:0004702	0.076547896826356	0.971203420402065	6	74	receptor signaling protein serine/threonine kinase activity	MF
722	GO:0004704	0.076547896826356	0.971203420402065	6	74	NF-kappaB-inducing kinase activity	MF
723	GO:0004705	0.076547896826356	0.971203420402065	6	74	JUN kinase activity	MF
724	GO:0004706	0.076547896826356	0.971203420402065	6	74	JUN kinase kinase kinase activity	MF
726	GO:0004708	0.076547896826356	0.971203420402065	6	74	MAP kinase kinase activity	MF
728	GO:0004710	0.076547896826356	0.971203420402065	6	74	NA	NA
729	GO:0004711	0.076547896826356	0.971203420402065	6	74	ribosomal protein S6 kinase activity	MF
733	GO:0004715	0.076547896826356	0.971203420402065	6	74	non-membrane spanning protein tyrosine kinase activity	MF
734	GO:0004716	0.076547896826356	0.971203420402065	6	74	receptor signaling protein tyrosine kinase activity	MF
735	GO:0004718	0.076547896826356	0.971203420402065	6	74	NA	NA
1447	GO:0008338	0.076547896826356	0.971203420402065	6	74	NA	NA
1448	GO:0008339	0.076547896826356	0.971203420402065	6	74	NA	NA
1449	GO:0008349	0.076547896826356	0.971203420402065	6	74	MAP kinase kinase kinase kinase activity	MF
1461	GO:0008384	0.076547896826356	0.971203420402065	6	74	IkappaB kinase activity	MF
1480	GO:0008443	0.076547896826356	0.971203420402065	6	74	phosphofructokinase activity	MF
1519	GO:0008545	0.076547896826356	0.971203420402065	6	74	JUN kinase kinase activity	MF
1537	GO:0008607	0.076547896826356	0.971203420402065	6	74	phosphorylase kinase regulator activity	MF
1628	GO:0008819	0.076547896826356	0.971203420402065	6	74	cobinamide kinase activity	MF
2275	GO:0016908	0.076547896826356	0.971203420402065	6	74	NA	NA
2276	GO:0016909	0.076547896826356	0.971203420402065	6	74	SAP kinase activity	MF
2446	GO:0018720	0.076547896826356	0.971203420402065	6	74	phenol kinase activity	MF
2504	GO:0019199	0.076547896826356	0.971203420402065	6	74	transmembrane receptor protein kinase activity	MF
2587	GO:0019912	0.076547896826356	0.971203420402065	6	74	cyclin-dependent protein kinase activating kinase activity	MF
2588	GO:0019914	0.076547896826356	0.971203420402065	6	74	cyclin-dependent protein kinase activating kinase regulator activity	MF
2781	GO:0035004	0.076547896826356	0.971203420402065	6	74	phosphatidylinositol 3-kinase activity	MF
2845	GO:0042556	0.076547896826356	0.971203420402065	6	74	eukaryotic elongation factor-2 kinase regulator activity	MF
2846	GO:0042557	0.076547896826356	0.971203420402065	6	74	eukaryotic elongation factor-2 kinase activator activity	MF
517	GO:0004396	0.076855013276302	0.998466186557571	1	2	hexokinase activity	MF
711	GO:0004693	0.0771860522893622	0.970888518801532	6	75	cyclin-dependent protein serine/threonine kinase activity	MF
1889	GO:0010340	0.0778612900335684	0.977934591057581	4	39	carboxyl-O-methyltransferase activity	MF
1238	GO:0006633	0.0779907410698775	0.956753645059402	14	249	fatty acid biosynthetic process	BP
1794	GO:0009308	0.0782614140665109	0.998408346803711	1	2	amine metabolic process	BP
902	GO:0005432	0.0791852568932921	0.990722643581426	2	7	calcium:sodium antiporter activity	MF
2574	GO:0019835	0.0793332999103607	0.997828020755894	1	3	cytolysis	BP
753	GO:0004746	0.0794619688859102	0.998358089913335	1	2	riboflavin synthase activity	MF
1813	GO:0009349	0.0794619688859102	0.998358089913335	1	2	riboflavin synthase complex	CC
496	GO:0004364	0.0795738409058219	0.989053713395549	2	19	glutathione transferase activity	MF
1779	GO:0009245	0.0802162015540542	0.989236237243302	2	14	lipid A biosynthetic process	BP
1885	GO:0010207	0.0806066961565569	0.997756385261622	1	3	photosystem II assembly	BP
732	GO:0004714	0.0806631970353394	0.96923304757671	6	75	transmembrane receptor protein tyrosine kinase activity	MF
646	GO:0004611	0.0818343735366015	1	1	1	phosphoenolpyruvate carboxykinase activity	MF
647	GO:0004612	0.0818343735366015	1	1	1	phosphoenolpyruvate carboxykinase (ATP) activity	MF
2313	GO:0017076	0.0818343735366015	1	1	1	purine nucleotide binding	MF
201	GO:0003871	0.0822877560128825	1	1	1	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	MF
2028	GO:0016021	0.0823731957273539	0.936251908626564	68	1369	integral component of membrane	CC
565	GO:0004471	0.0825195865186267	1	1	1	malate dehydrogenase (decarboxylating) (NAD+) activity	MF
1135	GO:0006406	0.0825912655464041	0.998223259591025	1	2	mRNA export from nucleus	BP
3077	GO:0047473	0.0829407640787282	0.98207654072901	3	18	D-alanine-poly(phosphoribitol) ligase activity	MF
3246	GO:0070395	0.0829407640787282	0.98207654072901	3	18	lipoteichoic acid biosynthetic process	BP
2020	GO:0015991	0.0831174330656112	0.981733837790434	3	21	ATP hydrolysis coupled proton transport	BP
396	GO:0004163	0.0834016849177405	1	1	1	diphosphomevalonate decarboxylase activity	MF
505	GO:0004374	0.0836513682800526	0.998176323240899	1	2	NA	NA
2525	GO:0019370	0.0836526561864225	1	1	1	leukotriene biosynthetic process	BP
1565	GO:0008688	0.0841923404744433	0.998152125124953	1	2	3-(3-hydroxyphenyl)propionate hydroxylase activity	MF
2024	GO:0015997	0.0841923404744433	0.998152125124953	1	2	NA	NA
2368	GO:0018471	0.0841923404744433	0.998152125124953	1	2	4-chlorobenzaldehyde oxidase activity	MF
2404	GO:0018630	0.0841923404744433	0.998152125124953	1	2	3,5-xylenol methylhydroxylase activity	MF
2405	GO:0018631	0.0841923404744433	0.998152125124953	1	2	phenylacetate hydroxylase activity	MF
2406	GO:0018632	0.0841923404744433	0.998152125124953	1	2	4-nitrophenol 4-monooxygenase activity	MF
2407	GO:0018633	0.0841923404744433	0.998152125124953	1	2	dimethyl sulfide monooxygenase activity	MF
2408	GO:0018634	0.0841923404744433	0.998152125124953	1	2	alpha-pinene monooxygenase [NADH] activity	MF
2409	GO:0018635	0.0841923404744433	0.998152125124953	1	2	(R)-limonene 1,2-monooxygenase activity	MF
2410	GO:0018636	0.0841923404744433	0.998152125124953	1	2	phenanthrene 9,10-monooxygenase activity	MF
2411	GO:0018637	0.0841923404744433	0.998152125124953	1	2	1-hydroxy-2-naphthoate hydroxylase activity	MF
2412	GO:0018638	0.0841923404744433	0.998152125124953	1	2	toluene 4-monooxygenase activity	MF
2413	GO:0018639	0.0841923404744433	0.998152125124953	1	2	xylene monooxygenase activity	MF
2414	GO:0018640	0.0841923404744433	0.998152125124953	1	2	dibenzothiophene monooxygenase activity	MF
2415	GO:0018641	0.0841923404744433	0.998152125124953	1	2	6-hydroxy-3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	MF
2416	GO:0018642	0.0841923404744433	0.998152125124953	1	2	chlorophenol 4-monooxygenase activity	MF
2417	GO:0018643	0.0841923404744433	0.998152125124953	1	2	carbon disulfide oxygenase activity	MF
2418	GO:0018644	0.0841923404744433	0.998152125124953	1	2	toluene 2-monooxygenase activity	MF
2419	GO:0018646	0.0841923404744433	0.998152125124953	1	2	1-hydroxy-2-oxolimonene 1,2-monooxygenase activity	MF
2420	GO:0018647	0.0841923404744433	0.998152125124953	1	2	phenanthrene 1,2-monooxygenase activity	MF
2421	GO:0018648	0.0841923404744433	0.998152125124953	1	2	methanesulfonate monooxygenase activity	MF
2422	GO:0018649	0.0841923404744433	0.998152125124953	1	2	tetrahydrofuran hydroxylase activity	MF
2423	GO:0018650	0.0841923404744433	0.998152125124953	1	2	styrene monooxygenase activity	MF
2424	GO:0018651	0.0841923404744433	0.998152125124953	1	2	toluene-4-sulfonate monooxygenase activity	MF
2425	GO:0018652	0.0841923404744433	0.998152125124953	1	2	toluene-sulfonate methyl-monooxygenase activity	MF
2426	GO:0018653	0.0841923404744433	0.998152125124953	1	2	3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity	MF
2427	GO:0018654	0.0841923404744433	0.998152125124953	1	2	2-hydroxy-phenylacetate hydroxylase activity	MF
2428	GO:0018655	0.0841923404744433	0.998152125124953	1	2	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity	MF
2429	GO:0018656	0.0841923404744433	0.998152125124953	1	2	phenanthrene 3,4-monooxygenase activity	MF
2430	GO:0018657	0.0841923404744433	0.998152125124953	1	2	toluene 3-monooxygenase activity	MF
2484	GO:0019113	0.0841923404744433	0.998152125124953	1	2	limonene monooxygenase activity	MF
1901	GO:0015035	0.0843572264658574	0.967232209382028	6	94	protein disulfide oxidoreductase activity	MF
3236	GO:0055114	0.0844402469484977	0.935305429625	62	1193	oxidation-reduction process	BP
284	GO:0003995	0.0845988936864207	0.981565045270804	3	18	acyl-CoA dehydrogenase activity	MF
704	GO:0004683	0.0854539869341996	0.966904420479524	6	76	calmodulin-dependent protein kinase activity	MF
715	GO:0004697	0.0855557523509054	0.966826685329765	6	78	protein kinase C activity	MF
1811	GO:0009345	0.0863448140224379	1	1	1	glycine-tRNA ligase complex	CC
564	GO:0004470	0.087695913356806	0.997991364747704	1	2	malic enzyme activity	MF
2747	GO:0033177	0.0879713258116728	0.996664977709331	1	6	proton-transporting two-sector ATPase complex, proton-transporting domain	CC
854	GO:0005057	0.0883451205599295	1	1	1	receptor signaling protein activity	MF
3155	GO:0050613	0.0885377601087655	1	1	1	delta14-sterol reductase activity	MF
588	GO:0004516	0.0902506248341391	1	1	1	nicotinate phosphoribosyltransferase activity	MF
3063	GO:0047280	0.0902506248341391	1	1	1	nicotinamide phosphoribosyltransferase activity	MF
2537	GO:0019478	0.0902970715825602	0.997867464495628	1	2	D-amino acid catabolic process	BP
2122	GO:0016442	0.0909185395892674	1	1	1	RISC complex	CC
2691	GO:0031047	0.0909185395892674	1	1	1	gene silencing by RNA	BP
2619	GO:0030150	0.0913079209152039	0.99710645613969	1	3	protein import into mitochondrial matrix	BP
1755	GO:0009108	0.0929342138597962	0.997737875637659	1	2	coenzyme biosynthetic process	BP
72	GO:0000318	0.0932889877045276	0.997720135750801	1	2	NA	NA
705	GO:0004686	0.0933112425663358	0.963027625231297	6	76	elongation factor-2 kinase activity	MF
1538	GO:0008610	0.0934706488949496	0.978166566023109	3	24	lipid biosynthetic process	BP
774	GO:0004784	0.0943554615376165	0.996528329935669	1	4	superoxide dismutase activity	MF
730	GO:0004712	0.0952814258607628	0.962040360093168	6	76	protein serine/threonine/tyrosine kinase activity	MF
997	GO:0005938	0.0969252198603387	1	1	1	cell cortex	CC
2728	GO:0032065	0.0969252198603387	1	1	1	cortical protein anchoring	BP
1550	GO:0008660	0.0972020119604566	0.996711580043146	1	3	1-aminocyclopropane-1-carboxylate deaminase activity	MF
1795	GO:0009310	0.0972020119604566	0.996711580043146	1	3	amine catabolic process	BP
471	GO:0004331	0.097210755611714	0.997519175232613	1	2	fructose-2,6-bisphosphate 2-phosphatase activity	MF
699	GO:0004677	0.0980977497356728	0.96060216343284	6	77	DNA-dependent protein kinase activity	MF
1438	GO:0008308	0.0981409952816381	0.997470196192279	1	2	voltage-gated anion channel activity	MF
2140	GO:0016538	0.0982152053053884	0.960495279702185	6	80	cyclin-dependent protein serine/threonine kinase regulator activity	MF
1972	GO:0015696	0.0989387463701028	0.984909567235416	2	15	ammonium transport	BP
1581	GO:0008718	0.0999533792483191	0.997373320865772	1	2	D-amino-acid dehydrogenase activity	MF
1203	GO:0006537	0.100141955977713	0.976415952122893	3	19	glutamate biosynthetic process	BP
928	GO:0005622	0.102789601051893	0.929401468508518	28	583	intracellular	CC
742	GO:0004727	0.102817712823033	0.98457876651921	2	11	prenylated protein tyrosine phosphatase activity	MF
2007	GO:0015936	0.103028221558098	0.997204568213932	1	2	coenzyme A metabolic process	BP
299	GO:0004016	0.103087998809993	0.984751206734027	2	10	adenylate cyclase activity	MF
668	GO:0004641	0.103480278016082	1	1	1	phosphoribosylformylglycinamidine cyclo-ligase activity	MF
129	GO:0001888	0.104690867127622	0.997111006436958	1	2	glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity	MF
2367	GO:0018454	0.105071474243843	0.961217050545715	5	67	acetoacetyl-CoA reductase activity	MF
3057	GO:0047134	0.105871776390005	0.997043564031457	1	2	protein-disulfide reductase activity	MF
2577	GO:0019867	0.10650452646942	0.995552529624996	1	4	outer membrane	CC
1850	GO:0009522	0.107961479646668	0.99692220076495	1	2	photosystem I	CC
609	GO:0004557	0.108028722195161	0.983574838685261	2	10	alpha-galactosidase activity	MF
2696	GO:0031123	0.108294598896771	0.996902615350388	1	2	RNA 3'-end processing	BP
2909	GO:0043631	0.108294598896771	0.996902615350388	1	2	RNA polyadenylation	BP
370	GO:0004123	0.108322349442477	0.996900980816145	1	2	cystathionine gamma-lyase activity	MF
721	GO:0004703	0.108348903398296	0.955307927916679	6	78	G-protein coupled receptor kinase activity	MF
1658	GO:0008883	0.109251705743062	0.996845976959093	1	2	glutamyl-tRNA reductase activity	MF
3276	GO:0072488	0.109667075740944	0.982125591761932	2	16	ammonium transmembrane transport	BP
2051	GO:0016192	0.110648719828473	0.95431328767339	6	68	vesicle-mediated transport	BP
2852	GO:0042619	0.112344387483478	0.957670841919592	5	68	poly-hydroxybutyrate biosynthetic process	BP
237	GO:0003920	0.114513509676767	0.996524860039445	1	2	GMP reductase activity	MF
3292	GO:1902560	0.114513509676767	0.996524860039445	1	2	GMP reductase complex	CC
871	GO:0005219	0.116235849772774	1	1	1	ryanodine-sensitive calcium-release channel activity	MF
872	GO:0005220	0.116235849772774	1	1	1	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	MF
1295	GO:0006874	0.116235849772774	1	1	1	cellular calcium ion homeostasis	BP
1775	GO:0009234	0.116273688314555	0.944192663107197	8	96	menaquinone biosynthetic process	BP
429	GO:0004240	0.117998910782734	0.996303027885465	1	2	NA	NA
2315	GO:0017087	0.117998910782734	0.996303027885465	1	2	mitochondrial processing peptidase complex	CC
39	GO:0000160	0.118289674162735	0.961035949804848	4	44	phosphorelay signal transduction system	BP
1596	GO:0008747	0.118925944993268	0.995025496331504	1	3	N-acetylneuraminate lyase activity	MF
1642	GO:0008840	0.118925944993268	0.995025496331504	1	3	4-hydroxy-tetrahydrodipicolinate synthase	MF
2578	GO:0019877	0.118925944993268	0.995025496331504	1	3	diaminopimelate biosynthetic process	BP
