Nutrient ID	Orthologus Group	Transcripts	Up in +N	Up in -P	Up in DSW
Pho42	OG1_5_8331	Emi374|CAMPEP_0187579594; Emi379|CAMPEP_0187632892; Emi370|CAMPEP_0187704978; Emi219|CAMPEP_0187806526; Emihu1|414772	1	1	1
Pho43	OG1_5_13045	Emi379|CAMPEP_0187646052; Emi370|CAMPEP_0187669052; Emi219|CAMPEP_0187766732; Emihu1|76288	0	0	0
Pho44	OG1_5_8156	Emi374|CAMPEP_0187587844; Emi379|CAMPEP_0187641958; Emi370|CAMPEP_0187682304; Emi219|CAMPEP_0187778580; Emihu1|203047	0	0	0
Pho45	OG1_5_7394	Emi374|CAMPEP_0187578174; Emi379|CAMPEP_0187655646; Emi370|CAMPEP_0187698850; Emi219|CAMPEP_0187778372; Emihu1|360421	1	1	1
Pho46	OG1_5_19103	Emi374|CAMPEP_0187581194; Emi379|CAMPEP_0187646402; Emihu1|430242	0	0	0
Pho47	OG1_5_7283	Emi374|CAMPEP_0187611328; Emi379|CAMPEP_0187625692; Emi370|CAMPEP_0187662424; Emi219|CAMPEP_0187770446; Emihu1|441864	1	1	1
Pho48	OG1_5_10443	Emi374|CAMPEP_0187578462; Emi379|CAMPEP_0187628132; Emi219|CAMPEP_0187805594; Emihu1|419663	1	1	1
Pho49	OG1_5_37175	Emihu1|470051	0	0	0
Pho50	OG1_5_2388	Emi374|CAMPEP_0187605766; Emi379|CAMPEP_0187645966; Emi379|CAMPEP_0187644400; Emi370|CAMPEP_0187703812; Emi219|CAMPEP_0187765298; Emihu1|358243; Emihu1|364696	0	0	0
Pho51	OG1_5_36527	Emihu1|419362	0	0	0
Pho52	OG1_5_11181	Emi374|CAMPEP_0187583420; Emi379|CAMPEP_0187646124; Emi219|CAMPEP_0187801184; Emihu1|434226	1	0	0
Pho53	OG1_5_14133	Emi370|CAMPEP_0187699980; Emihu1|244382; Emihu1|102665	1	0	0
Pho54	OG1_5_4113	Emi374|CAMPEP_0187608752; Emi374|CAMPEP_0187580100; Emi379|CAMPEP_0187619070; Emi370|CAMPEP_0187711482; Emi219|CAMPEP_0187778056; Emihu1|416733	1	0	1
Pho55	OG1_5_18970	Emi374|CAMPEP_0187589848; Emi370|CAMPEP_0187724318; Emihu1|461003	1	1	1
ATP0	OG1_5_40900	Emihu1|203188	1	0	1
ATP1	OG1_5_26967	Emi374|CAMPEP_0187588378; Emihu1|70361	0	0	0
ATP2	OG1_5_7953	Emi374|CAMPEP_0187586262; Emi379|CAMPEP_0187621740; Emi370|CAMPEP_0187686418; Emi219|CAMPEP_0187743828; Emihu1|435128	1	1	1
ATP3	OG1_5_2664	Emi374|CAMPEP_0187581434; Emi374|CAMPEP_0187590954; Emi379|CAMPEP_0187612458; Emi379|CAMPEP_0187622502; Emi370|CAMPEP_0187679150; Emi219|CAMPEP_0187745810; Emihu1|433142	0	1	1
ATP4	OG1_5_7647	Emi374|CAMPEP_0187606492; Emi379|CAMPEP_0187634760; Emi370|CAMPEP_0187682064; Emi219|CAMPEP_0187770170; Emihu1|461699	0	0	0
ATP5	OG1_5_2414	Emi374|CAMPEP_0187600452; Emi374|CAMPEP_0187605964; Emi379|CAMPEP_0187612798; Emi379|CAMPEP_0187613756; Emi219|CAMPEP_0187786490; Emihu1|445169; Emihu1|362112	0	1	0
ATP6	OG1_5_13493	Emi374|CAMPEP_0187588230; Emi379|CAMPEP_0187642350; Emi370|CAMPEP_0187728482; Emihu1|457332	0	0	0
ATP7	OG1_5_1040	Emi374|CAMPEP_0187609726; Emi374|CAMPEP_0187610718; Emi379|CAMPEP_0187658600; Emi379|CAMPEP_0187634462; Emi379|CAMPEP_0187633382; Emi370|CAMPEP_0187731138; Emi370|CAMPEP_0187735912; Emi370|CAMPEP_0187668892; Emi370|CAMPEP_0187688608; Emi370|CAMPEP_0187708642; Emi370|CAMPEP_0187702306; Emi370|CAMPEP_0187708214; Emi219|CAMPEP_0187805426; Emi219|CAMPEP_0187807944; Emi219|CAMPEP_0187800788; Emi219|CAMPEP_0187801912; Emi219|CAMPEP_0187797994; Emi219|CAMPEP_0187775500; Emi219|CAMPEP_0187786236; Emi219|CAMPEP_0187781482; Emi219|CAMPEP_0187745824; Emi219|CAMPEP_0187746186; Emihu1|249352; Emihu1|430501; Emihu1|312679; Emihu1|99823	0	0	0
ATP8	OG1_5_3883	Emi374|CAMPEP_0187599090; Emi379|CAMPEP_0187641408; Emi370|CAMPEP_0187661436; Emi219|CAMPEP_0187801468; Emihu1|64876; Emihu1|61253	0	0	0
ATP9	OG1_5_7092	Emi374|CAMPEP_0187581534; Emi379|CAMPEP_0187646486; Emi370|CAMPEP_0187661348; Emi219|CAMPEP_0187780126; Emihu1|432823	0	0	0
ATP10	OG1_5_1294	Emi374|CAMPEP_0187581474; Emi374|CAMPEP_0187582840; Emi379|CAMPEP_0187616530; Emi379|CAMPEP_0187626358; Emi370|CAMPEP_0187694856; Emi370|CAMPEP_0187718644; Emi219|CAMPEP_0187804412; Emi219|CAMPEP_0187799490; Emi219|CAMPEP_0187772754; Emihu1|413949; Emihu1|104572	0	0	0
ATP11	OG1_5_3318	Emi374|CAMPEP_0187581330; Emi370|CAMPEP_0187733782; Emi370|CAMPEP_0187674834; Emi219|CAMPEP_0187807874; Emihu1|355949; Emihu1|369392	1	0	1
ATP12	OG1_5_4990	Emi374|CAMPEP_0187579820; Emi379|CAMPEP_0187624210; Emi219|CAMPEP_0187744240; Emihu1|364707; Emihu1|366512	0	0	0
ATP13	OG1_5_7499	Emi374|CAMPEP_0187581396; Emi379|CAMPEP_0187634758; Emi370|CAMPEP_0187695474; Emi219|CAMPEP_0187779152; Emihu1|425833	0	0	0
ATP14	OG1_5_6176	Emi374|CAMPEP_0187591132; Emi379|CAMPEP_0187629728; Emi370|CAMPEP_0187665298; Emi219|CAMPEP_0187759052; Emihu1|433060	1	0	1
ATP15	OG1_5_4308	Emi374|CAMPEP_0187578624; Emi379|CAMPEP_0187628606; Emi370|CAMPEP_0187726218; Emi370|CAMPEP_0187721552; Emi219|CAMPEP_0187794442; Emihu1|456269	1	0	1
ATP16	OG1_5_4539	Emi374|CAMPEP_0187589384; Emi379|CAMPEP_0187637572; Emi370|CAMPEP_0187666882; Emi219|CAMPEP_0187778400; Emihu1|442968; Emihu1|352634	1	1	1
ATP17	OG1_5_2262	Emi374|CAMPEP_0187604930; Emi379|CAMPEP_0187645764; Emi219|CAMPEP_0187807688; Emi219|CAMPEP_0187777792; Emihu1|246317; Emihu1|234642; Emihu1|234643	0	0	0
ATP18	OG1_5_19020	Emi379|CAMPEP_0187614502; Emi370|CAMPEP_0187677468; Emihu1|107905	0	0	0
ATP19	OG1_5_4042	Emi374|CAMPEP_0187610486; Emi379|CAMPEP_0187656498; Emi370|CAMPEP_0187672564; Emi370|CAMPEP_0187718938; Emi219|CAMPEP_0187745214; Emihu1|95543	1	1	1
ATP20	OG1_5_17276	Emi374|CAMPEP_0187584770; Emi370|CAMPEP_0187693076; Emihu1|359783	1	1	1
CC0	OG1_5_39480	Emihu1|107385	0	0	1
CC1	OG1_5_7056	Emi374|CAMPEP_0187581146; Emi379|CAMPEP_0187646342; Emi370|CAMPEP_0187670686; Emi219|CAMPEP_0187769190; Emihu1|442242	1	0	0
CC2	OG1_5_5114	Emi374|CAMPEP_0187607142; Emi379|CAMPEP_0187623726; Emi219|CAMPEP_0187777144; Emihu1|421124; Emihu1|441919	1	1	1
CC3	OG1_5_7676	Emi374|CAMPEP_0187606222; Emi379|CAMPEP_0187619252; Emi370|CAMPEP_0187691618; Emi219|CAMPEP_0187779936; Emihu1|437959	1	1	1
CC4	OG1_5_2333	Emi374|CAMPEP_0187590708; Emi379|CAMPEP_0187612408; Emi370|CAMPEP_0187735506; Emi370|CAMPEP_0187733200; Emi219|CAMPEP_0187763326; Emihu1|121249; Emihu1|42846	1	1	1
CC5	OG1_5_1199	Emi374|CAMPEP_0187610174; Emi374|CAMPEP_0187610120; Emi379|CAMPEP_0187639826; Emi379|CAMPEP_0187631670; Emi370|CAMPEP_0187661466; Emi370|CAMPEP_0187678342; Emi370|CAMPEP_0187693614; Emi219|CAMPEP_0187761910; Emi219|CAMPEP_0187750610; Emi219|CAMPEP_0187739416; Emihu1|372559; Emihu1|446487; Emihu1|418341	0	0	0
CC6	OG1_5_8045	Emi374|CAMPEP_0187581080; Emi379|CAMPEP_0187639108; Emi370|CAMPEP_0187666972; Emi219|CAMPEP_0187737478; Emihu1|432636	0	0	0
CC7	OG1_5_7662	Emi374|CAMPEP_0187580990; Emi379|CAMPEP_0187635476; Emi370|CAMPEP_0187675792; Emi219|CAMPEP_0187775228; Emihu1|436550	0	0	0
CC8	OG1_5_2151	Emi374|CAMPEP_0187575324; Emi379|CAMPEP_0187637132; Emi370|CAMPEP_0187678642; Emi219|CAMPEP_0187786910; Emi219|CAMPEP_0187793710; Emi219|CAMPEP_0187743778; Emihu1|417537	0	0	0
CC9	OG1_5_1159	Emi374|CAMPEP_0187611530; Emi379|CAMPEP_0187656906; Emi370|CAMPEP_0187732014; Emi370|CAMPEP_0187667022; Emi370|CAMPEP_0187678446; Emi370|CAMPEP_0187704754; Emi370|CAMPEP_0187711198; Emi219|CAMPEP_0187805200; Emi219|CAMPEP_0187780396; Emi219|CAMPEP_0187775600; Emi219|CAMPEP_0187743990; Emihu1|468866; Emihu1|351387; Emihu1|468566	0	0	0
CC10	OG1_5_1682	Emi374|CAMPEP_0187581714; Emi374|CAMPEP_0187576292; Emi379|CAMPEP_0187613868; Emi370|CAMPEP_0187729010; Emi370|CAMPEP_0187672536; Emi219|CAMPEP_0187762846; Emi219|CAMPEP_0187737128; Emihu1|438704; Emihu1|438492	0	0	0
CC11	OG1_5_1087	Emi374|CAMPEP_0187592666; Emi374|CAMPEP_0187611644; Emi379|CAMPEP_0187621596; Emi379|CAMPEP_0187642944; Emi379|CAMPEP_0187639506; Emi370|CAMPEP_0187735292; Emi370|CAMPEP_0187678980; Emi370|CAMPEP_0187705810; Emi219|CAMPEP_0187746134; Emi219|CAMPEP_0187741066; Emi219|CAMPEP_0187741334; Emihu1|99428; Emihu1|423965; Emihu1|438719; Emihu1|438723; Emihu1|440362; Emihu1|422016; Emihu1|438736; Emihu1|422643	0	0	0
CC12	OG1_5_5716	Emi374|CAMPEP_0187606882; Emi379|CAMPEP_0187622740; Emi370|CAMPEP_0187718704; Emi219|CAMPEP_0187786536; Emihu1|434018	0	0	0
CC13	OG1_5_13424	Emi374|CAMPEP_0187587904; Emi379|CAMPEP_0187620676; Emi370|CAMPEP_0187663860; Emihu1|68485	0	0	0
CC14	OG1_5_3706	Emi374|CAMPEP_0187590638; Emi379|CAMPEP_0187613914; Emi370|CAMPEP_0187666240; Emi219|CAMPEP_0187744222; Emihu1|446527; Emihu1|438339	0	0	0
CC15	OG1_5_7049	Emi374|CAMPEP_0187606484; Emi379|CAMPEP_0187622884; Emi370|CAMPEP_0187660304; Emi219|CAMPEP_0187783886; Emihu1|351398	0	0	0
CC16	OG1_5_2175	Emi374|CAMPEP_0187612204; Emi379|CAMPEP_0187626876; Emi370|CAMPEP_0187688142; Emi370|CAMPEP_0187718074; Emi219|CAMPEP_0187763198; Emi219|CAMPEP_0187755746; Emihu1|442764	0	0	0
CC17	OG1_5_15667	Emi370|CAMPEP_0187660900; Emi219|CAMPEP_0187738582; Emihu1|441750	0	0	0
TCA0	OG1_5_41769	Emihu1|414497	0	0	0
TCA1	OG1_5_8451	Emi374|CAMPEP_0187589182; Emi379|CAMPEP_0187658742; Emi370|CAMPEP_0187687698; Emi219|CAMPEP_0187808088; Emihu1|450594	1	1	1
TCA2	OG1_5_11492	Emi374|CAMPEP_0187606948; Emi370|CAMPEP_0187704302; Emi219|CAMPEP_0187778686; Emihu1|434751	0	0	0
TCA3	OG1_5_4470	Emi374|CAMPEP_0187595612; Emi374|CAMPEP_0187611692; Emi379|CAMPEP_0187642322; Emi370|CAMPEP_0187722172; Emi219|CAMPEP_0187775022; Emihu1|452597	0	0	0
TCA4	OG1_5_3631	Emi374|CAMPEP_0187583054; Emi379|CAMPEP_0187643946; Emi370|CAMPEP_0187705492; Emi219|CAMPEP_0187779368; Emihu1|66621; Emihu1|66604	0	0	0
TCA5	OG1_5_2247	Emi374|CAMPEP_0187583382; Emi379|CAMPEP_0187649436; Emi370|CAMPEP_0187678686; Emi370|CAMPEP_0187709342; Emi219|CAMPEP_0187803340; Emi219|CAMPEP_0187780362; Emihu1|428425	0	0	0
TCA6	OG1_5_1388	Emi374|CAMPEP_0187588506; Emi379|CAMPEP_0187616482; Emi370|CAMPEP_0187728640; Emi370|CAMPEP_0187663934; Emi370|CAMPEP_0187718742; Emi219|CAMPEP_0187776118; Emi219|CAMPEP_0187786652; Emi219|CAMPEP_0187750314; Emihu1|456927; Emihu1|198024	0	0	0
TCA7	OG1_5_3047	Emi374|CAMPEP_0187602002; Emi379|CAMPEP_0187628328; Emi370|CAMPEP_0187691800; Emi219|CAMPEP_0187779490; Emi219|CAMPEP_0187793468; Emihu1|438455	0	0	0
TCA8	OG1_5_7314	Emi374|CAMPEP_0187601006; Emi379|CAMPEP_0187649112; Emi370|CAMPEP_0187718508; Emi219|CAMPEP_0187780192; Emihu1|451022	0	0	0
TCA9	OG1_5_8240	Emi374|CAMPEP_0187611342; Emi379|CAMPEP_0187625398; Emi370|CAMPEP_0187667368; Emi219|CAMPEP_0187744546; Emihu1|467883	0	0	0
TCA10	OG1_5_1441	Emi374|CAMPEP_0187590244; Emi374|CAMPEP_0187590750; Emi379|CAMPEP_0187648754; Emi370|CAMPEP_0187730852; Emi370|CAMPEP_0187677820; Emi370|CAMPEP_0187685630; Emi219|CAMPEP_0187761002; Emi219|CAMPEP_0187762260; Emi219|CAMPEP_0187741026; Emihu1|359239	0	0	0
TCA11	OG1_5_6144	Emi374|CAMPEP_0187576490; Emi379|CAMPEP_0187649036; Emi370|CAMPEP_0187662628; Emi219|CAMPEP_0187752734; Emihu1|436533	0	0	0
TCA12	OG1_5_5053	Emi374|CAMPEP_0187594510; Emi370|CAMPEP_0187674208; Emi219|CAMPEP_0187761878; Emihu1|417649; Emihu1|439301	0	0	0
TCA13	OG1_5_7532	Emi374|CAMPEP_0187594278; Emi379|CAMPEP_0187653612; Emi370|CAMPEP_0187678290; Emi219|CAMPEP_0187743756; Emihu1|432409	0	0	0
TCA14	OG1_5_8090	Emi374|CAMPEP_0187581016; Emi379|CAMPEP_0187642230; Emi370|CAMPEP_0187731956; Emi219|CAMPEP_0187780036; Emihu1|448597	0	0	0
TCA15	OG1_5_7150	Emi374|CAMPEP_0187574790; Emi379|CAMPEP_0187623370; Emi370|CAMPEP_0187722464; Emi219|CAMPEP_0187778298; Emihu1|417078	0	0	0
TCA16	OG1_5_7935	Emi374|CAMPEP_0187593924; Emi379|CAMPEP_0187617354; Emi370|CAMPEP_0187669902; Emi219|CAMPEP_0187779990; Emihu1|439403	0	0	0
TCA17	OG1_5_6387	Emi374|CAMPEP_0187588152; Emi379|CAMPEP_0187637026; Emi370|CAMPEP_0187705472; Emi219|CAMPEP_0187794470; Emihu1|448908	0	0	0
G0	OG1_5_38956	Emihu1|44530	0	0	0
G1	OG1_5_1400	Emi374|CAMPEP_0187585918; Emi374|CAMPEP_0187586108; Emi379|CAMPEP_0187619662; Emi379|CAMPEP_0187631050; Emi370|CAMPEP_0187680630; Emi370|CAMPEP_0187684618; Emi219|CAMPEP_0187772646; Emi219|CAMPEP_0187756360; Emihu1|105413; Emihu1|439060	1	1	1
G2	OG1_5_9775	Emi374|CAMPEP_0187581070; Emi370|CAMPEP_0187728672; Emi370|CAMPEP_0187672172; Emihu1|454452	1	1	1
G3	OG1_5_6824	Emi374|CAMPEP_0187588242; Emi379|CAMPEP_0187630378; Emi370|CAMPEP_0187734652; Emi219|CAMPEP_0187803376; Emihu1|420746	1	1	1
G4	OG1_5_5449	Emi374|CAMPEP_0187578110; Emi379|CAMPEP_0187657540; Emi370|CAMPEP_0187689410; Emi370|CAMPEP_0187692402; Emihu1|437834	1	1	1
G5	OG1_5_8163	Emi374|CAMPEP_0187612074; Emi379|CAMPEP_0187626576; Emi370|CAMPEP_0187673174; Emi219|CAMPEP_0187780052; Emihu1|438851	0	0	0
G6	OG1_5_7889	Emi374|CAMPEP_0187585726; Emi379|CAMPEP_0187637142; Emi370|CAMPEP_0187686688; Emi219|CAMPEP_0187736666; Emihu1|63332	0	0	0
G7	OG1_5_2920	Emi374|CAMPEP_0187606614; Emi379|CAMPEP_0187646478; Emi370|CAMPEP_0187679672; Emi370|CAMPEP_0187723864; Emi219|CAMPEP_0187763384; Emihu1|70323; Emihu1|433474	0	0	0
G8	OG1_5_13421	Emi374|CAMPEP_0187607466; Emi379|CAMPEP_0187642768; Emi370|CAMPEP_0187711212; Emihu1|100158	0	0	0
G9	OG1_5_1425	Emi374|CAMPEP_0187579764; Emi379|CAMPEP_0187625514; Emi379|CAMPEP_0187630334; Emi370|CAMPEP_0187693910; Emi370|CAMPEP_0187678946; Emi219|CAMPEP_0187780000; Emi219|CAMPEP_0187746680; Emihu1|442739; Emihu1|365175; Emihu1|63832	0	0	0
G10	OG1_5_8088	Emi374|CAMPEP_0187599034; Emi379|CAMPEP_0187645894; Emi370|CAMPEP_0187728498; Emi219|CAMPEP_0187779670; Emihu1|456563	0	0	0
G11	OG1_5_3716	Emi374|CAMPEP_0187587582; Emi379|CAMPEP_0187646738; Emi370|CAMPEP_0187718906; Emi219|CAMPEP_0187767316; Emihu1|444895; Emihu1|439215	0	0	0
G12	OG1_5_38359	Emihu1|104019	0	0	0
G13	OG1_5_13111	Emi379|CAMPEP_0187638074; Emi370|CAMPEP_0187688798; Emi219|CAMPEP_0187762750; Emihu1|308857	0	0	0
G14	OG1_5_1996	Emi374|CAMPEP_0187588582; Emi379|CAMPEP_0187626800; Emi370|CAMPEP_0187730768; Emi370|CAMPEP_0187691562; Emi370|CAMPEP_0187724326; Emi219|CAMPEP_0187807744; Emihu1|446110; Emihu1|433602	0	0	0
G15	OG1_5_7957	Emi374|CAMPEP_0187607032; Emi379|CAMPEP_0187615932; Emi370|CAMPEP_0187696956; Emi219|CAMPEP_0187744260; Emihu1|435848	0	0	0
G16	OG1_5_36005	Emihu1|122981	0	0	0
G17	OG1_5_8039	Emi370|CAMPEP_0187705708; Emi370|CAMPEP_0187711736; Emi219|CAMPEP_0187763114; Emi219|CAMPEP_0187784526; Emihu1|464599	1	0	1
G18	OG1_5_3466	Emi374|CAMPEP_0187585812; Emi379|CAMPEP_0187629440; Emi370|CAMPEP_0187716140; Emi219|CAMPEP_0187748552; Emihu1|455418; Emihu1|365287	1	1	1
