Nutrient ID	Orthologus Group	Transcripts	Up in +N	Up in -P	Up in DSW
Car51	OG1_5_1951	Emi374|CAMPEP_0187598508; Emi379|CAMPEP_0187636904; Emi370|CAMPEP_0187698204; Emi370|CAMPEP_0187683428; Emi219|CAMPEP_0187757014; Emihu1|315176; Emihu1|442181; Emihu1|314272	0	0	0
Car52	OG1_5_38359	Emihu1|104019	0	0	0
Car53	OG1_5_6387	Emi374|CAMPEP_0187588152; Emi379|CAMPEP_0187637026; Emi370|CAMPEP_0187705472; Emi219|CAMPEP_0187794470; Emihu1|448908	0	0	0
Car54	OG1_5_5921	Emi374|CAMPEP_0187594814; Emi379|CAMPEP_0187637094; Emi370|CAMPEP_0187687716; Emi219|CAMPEP_0187749386; Emihu1|465579	0	0	0
Car55	OG1_5_5906	Emi374|CAMPEP_0187586848; Emi379|CAMPEP_0187617428; Emi370|CAMPEP_0187696892; Emi219|CAMPEP_0187749380; Emihu1|415026	0	0	0
Car56	OG1_5_1965	Emi379|CAMPEP_0187629136; Emi370|CAMPEP_0187727290; Emi370|CAMPEP_0187685356; Emi370|CAMPEP_0187724804; Emi370|CAMPEP_0187720476; Emi219|CAMPEP_0187805642; Emihu1|76106; Emihu1|62351	0	0	0
Car57	OG1_5_7296	Emi374|CAMPEP_0187586916; Emi379|CAMPEP_0187638540; Emi370|CAMPEP_0187685772; Emi219|CAMPEP_0187777554; Emihu1|426762	0	0	0
Car58	OG1_5_7150	Emi374|CAMPEP_0187574790; Emi379|CAMPEP_0187623370; Emi370|CAMPEP_0187722464; Emi219|CAMPEP_0187778298; Emihu1|417078	0	0	0
Car59	OG1_5_3814	Emi374|CAMPEP_0187611784; Emi379|CAMPEP_0187620662; Emi370|CAMPEP_0187733286; Emi219|CAMPEP_0187798890; Emihu1|309512; Emihu1|62303	0	0	0
Car60	OG1_5_8176	Emi374|CAMPEP_0187593230; Emi379|CAMPEP_0187615598; Emi370|CAMPEP_0187693072; Emi219|CAMPEP_0187746478; Emihu1|351238	1	0	1
Car61	OG1_5_3382	Emi374|CAMPEP_0187590986; Emi379|CAMPEP_0187642394; Emi370|CAMPEP_0187670876; Emi219|CAMPEP_0187750136; Emihu1|444355; Emihu1|436758	1	1	1
Car62	OG1_5_25910	Emi370|CAMPEP_0187706308; Emihu1|101315	0	0	0
Car63	OG1_5_14179	Emi379|CAMPEP_0187625488; Emihu1|71873; Emihu1|65915	0	1	0
Car64	OG1_5_10433	Emi374|CAMPEP_0187595492; Emi370|CAMPEP_0187668460; Emi219|CAMPEP_0187802008; Emihu1|219635	0	0	0
Car65	OG1_5_18359	Emi370|CAMPEP_0187692450; Emi219|CAMPEP_0187807382; Emihu1|219636	0	0	0
Car66	OG1_5_18616	Emi370|CAMPEP_0187681902; Emi219|CAMPEP_0187768000; Emihu1|433488	0	0	0
Car67	OG1_5_26804	Emi374|CAMPEP_0187610582; Emihu1|428475	0	0	0
Car68	OG1_5_11486	Emi379|CAMPEP_0187631266; Emi370|CAMPEP_0187703774; Emi219|CAMPEP_0187776262; Emihu1|452415	0	0	0
Car69	OG1_5_1811	Emi379|CAMPEP_0187650756; Emi370|CAMPEP_0187669472; Emi370|CAMPEP_0187684442; Emi370|CAMPEP_0187675916; Emi219|CAMPEP_0187768800; Emi219|CAMPEP_0187738228; Emi219|CAMPEP_0187758870; Emihu1|244271	0	0	0
Car70	OG1_5_8039	Emi370|CAMPEP_0187705708; Emi370|CAMPEP_0187711736; Emi219|CAMPEP_0187763114; Emi219|CAMPEP_0187784526; Emihu1|464599	1	0	1
Car71	OG1_5_3466	Emi374|CAMPEP_0187585812; Emi379|CAMPEP_0187629440; Emi370|CAMPEP_0187716140; Emi219|CAMPEP_0187748552; Emihu1|455418; Emihu1|365287	1	1	1
Car72	OG1_5_4046	Emi374|CAMPEP_0187609564; Emi379|CAMPEP_0187616380; Emi370|CAMPEP_0187728564; Emi370|CAMPEP_0187708606; Emi219|CAMPEP_0187760410; Emihu1|428531	1	1	1
Am0	OG1_5_26604	Emi370|CAMPEP_0187728432; Emihu1|451668	0	0	0
Am1	OG1_5_5767	Emi374|CAMPEP_0187575830; Emi379|CAMPEP_0187646104; Emi370|CAMPEP_0187718924; Emi219|CAMPEP_0187750332; Emihu1|66467	1	1	1
Am2	OG1_5_6017	Emi374|CAMPEP_0187604850; Emi379|CAMPEP_0187614830; Emi370|CAMPEP_0187734332; Emi219|CAMPEP_0187750710; Emihu1|430738	0	0	0
Am3	OG1_5_13774	Emihu1|453598; Emihu1|107152; Emihu1|208270	0	0	0
Am4	OG1_5_1974	Emi374|CAMPEP_0187597698; Emi379|CAMPEP_0187623190; Emi379|CAMPEP_0187631888; Emi370|CAMPEP_0187704668; Emi219|CAMPEP_0187748686; Emihu1|463726; Emihu1|207566; Emihu1|423073	1	1	1
Am5	OG1_5_2590	Emi374|CAMPEP_0187590294; Emi379|CAMPEP_0187645628; Emi370|CAMPEP_0187688050; Emi370|CAMPEP_0187683898; Emi370|CAMPEP_0187705796; Emi219|CAMPEP_0187762788; Emihu1|427526	1	1	1
Am6	OG1_5_11785	Emi374|CAMPEP_0187606910; Emi370|CAMPEP_0187723956; Emi219|CAMPEP_0187747922; Emihu1|462391	0	0	0
Am7	OG1_5_7737	Emi374|CAMPEP_0187578706; Emi379|CAMPEP_0187656924; Emi370|CAMPEP_0187703790; Emi219|CAMPEP_0187773268; Emihu1|314166	0	1	1
Am8	OG1_5_3065	Emi374|CAMPEP_0187578120; Emi379|CAMPEP_0187630360; Emi370|CAMPEP_0187665616; Emi219|CAMPEP_0187784356; Emi219|CAMPEP_0187746464; Emihu1|439740	0	0	0
Am9	OG1_5_7619	Emi374|CAMPEP_0187590526; Emi379|CAMPEP_0187645906; Emi370|CAMPEP_0187699120; Emi219|CAMPEP_0187744430; Emihu1|460677	0	0	0
Am10	OG1_5_3968	Emi374|CAMPEP_0187588210; Emi379|CAMPEP_0187620928; Emi370|CAMPEP_0187735576; Emi370|CAMPEP_0187686790; Emi219|CAMPEP_0187749374; Emihu1|437725	0	0	0
Am11	OG1_5_5395	Emi374|CAMPEP_0187606830; Emi379|CAMPEP_0187647972; Emi219|CAMPEP_0187779040; Emihu1|427023; Emihu1|427030	0	0	0
Am12	OG1_5_2838	Emi374|CAMPEP_0187612052; Emi374|CAMPEP_0187611588; Emi379|CAMPEP_0187643478; Emi379|CAMPEP_0187644316; Emi370|CAMPEP_0187678566; Emi219|CAMPEP_0187779402; Emihu1|466564	0	0	0
Am13	OG1_5_2250	Emi374|CAMPEP_0187591586; Emi379|CAMPEP_0187614524; Emi370|CAMPEP_0187687890; Emi219|CAMPEP_0187778126; Emi219|CAMPEP_0187783778; Emihu1|370252; Emihu1|456646	0	0	0
Am14	OG1_5_2174	Emi374|CAMPEP_0187606176; Emi379|CAMPEP_0187628152; Emi370|CAMPEP_0187683528; Emi219|CAMPEP_0187791988; Emi219|CAMPEP_0187757490; Emihu1|423950; Emihu1|414778	0	0	0
Am15	OG1_5_6293	Emi374|CAMPEP_0187588714; Emi379|CAMPEP_0187635276; Emi370|CAMPEP_0187735248; Emi219|CAMPEP_0187757676; Emihu1|352050	0	0	0
Am16	OG1_5_1060	Emi374|CAMPEP_0187587544; Emi379|CAMPEP_0187642786; Emi370|CAMPEP_0187729418; Emi370|CAMPEP_0187732468; Emi219|CAMPEP_0187780064; Emi219|CAMPEP_0187752030; Emihu1|125038; Emihu1|251598; Emihu1|122644; Emihu1|123215; Emihu1|248441; Emihu1|240451; Emihu1|232686; Emihu1|236694; Emihu1|218810; Emihu1|220409; Emihu1|218821; Emihu1|232732; Emihu1|215686; Emihu1|226317; Emihu1|198407; Emihu1|198415; Emihu1|198597	0	0	0
Am17	OG1_5_17443	Emi370|CAMPEP_0187734200; Emi219|CAMPEP_0187780400; Emihu1|349444	0	0	0
Am18	OG1_5_2224	Emi374|CAMPEP_0187588698; Emi379|CAMPEP_0187642714; Emi219|CAMPEP_0187773570; Emi219|CAMPEP_0187772810; Emihu1|453474; Emihu1|453479; Emihu1|453481	0	0	0
Am19	OG1_5_6471	Emi374|CAMPEP_0187585074; Emi379|CAMPEP_0187617132; Emi370|CAMPEP_0187705244; Emi219|CAMPEP_0187801074; Emihu1|426835	0	0	0
Am20	OG1_5_7292	Emi374|CAMPEP_0187607122; Emi379|CAMPEP_0187653884; Emi370|CAMPEP_0187722774; Emi219|CAMPEP_0187777128; Emihu1|454120	0	0	0
Am21	OG1_5_6755	Emi374|CAMPEP_0187582790; Emi379|CAMPEP_0187637978; Emi370|CAMPEP_0187705040; Emi219|CAMPEP_0187801482; Emihu1|426690	0	0	0
Am22	OG1_5_1329	Emi374|CAMPEP_0187586408; Emi374|CAMPEP_0187584530; Emi379|CAMPEP_0187641872; Emi379|CAMPEP_0187642092; Emi379|CAMPEP_0187630438; Emi370|CAMPEP_0187667068; Emi370|CAMPEP_0187722486; Emi219|CAMPEP_0187763208; Emi219|CAMPEP_0187808334; Emihu1|452198; Emihu1|63125	0	0	0
Am23	OG1_5_7784	Emi374|CAMPEP_0187610438; Emi379|CAMPEP_0187629272; Emi370|CAMPEP_0187682980; Emi219|CAMPEP_0187747772; Emihu1|462466	0	0	0
Am24	OG1_5_3268	Emi374|CAMPEP_0187606906; Emi379|CAMPEP_0187654350; Emi370|CAMPEP_0187711298; Emi219|CAMPEP_0187786870; Emihu1|432785; Emihu1|443753	0	0	0
Am25	OG1_5_8417	Emi374|CAMPEP_0187585814; Emi379|CAMPEP_0187634470; Emi370|CAMPEP_0187727980; Emi219|CAMPEP_0187807240; Emihu1|442074	0	0	0
Am26	OG1_5_1100	Emi374|CAMPEP_0187593602; Emi374|CAMPEP_0187587652; Emi374|CAMPEP_0187585600; Emi379|CAMPEP_0187617276; Emi379|CAMPEP_0187626822; Emi379|CAMPEP_0187624450; Emi379|CAMPEP_0187649254; Emi370|CAMPEP_0187666468; Emi370|CAMPEP_0187661196; Emi370|CAMPEP_0187678894; Emi370|CAMPEP_0187722468; Emi219|CAMPEP_0187762706; Emi219|CAMPEP_0187806562; Emi219|CAMPEP_0187784246; Emihu1|455470; Emihu1|422976; Emihu1|433725	0	0	0
Am27	OG1_5_7307	Emi374|CAMPEP_0187592536; Emi379|CAMPEP_0187650142; Emi370|CAMPEP_0187670012; Emi219|CAMPEP_0187779104; Emihu1|211619	0	0	0
Am28	OG1_5_9158	Emi379|CAMPEP_0187649706; Emi370|CAMPEP_0187698410; Emihu1|470504; Emihu1|457242	0	0	0
Am29	OG1_5_8043	Emi374|CAMPEP_0187582726; Emi379|CAMPEP_0187618148; Emi370|CAMPEP_0187694666; Emi219|CAMPEP_0187745866; Emihu1|433753	0	0	0
Am30	OG1_5_3914	Emi374|CAMPEP_0187581720; Emi379|CAMPEP_0187639520; Emi370|CAMPEP_0187695892; Emi370|CAMPEP_0187718104; Emi219|CAMPEP_0187804512; Emihu1|456186	0	0	0
Am31	OG1_5_3860	Emi374|CAMPEP_0187584180; Emi379|CAMPEP_0187616264; Emi370|CAMPEP_0187677798; Emi219|CAMPEP_0187761344; Emihu1|455777; Emihu1|450910	0	0	0
Am32	OG1_5_4126	Emi374|CAMPEP_0187587758; Emi374|CAMPEP_0187606584; Emi379|CAMPEP_0187616942; Emi370|CAMPEP_0187680764; Emi219|CAMPEP_0187756472; Emihu1|433656	0	0	0
Am33	OG1_5_9639	Emi379|CAMPEP_0187648862; Emi370|CAMPEP_0187678856; Emihu1|429366; Emihu1|427029	0	0	0
Am34	OG1_5_11087	Emi379|CAMPEP_0187654068; Emi370|CAMPEP_0187664380; Emi219|CAMPEP_0187754918; Emihu1|438904	0	0	0
Am35	OG1_5_6595	Emi374|CAMPEP_0187606990; Emi379|CAMPEP_0187630272; Emi370|CAMPEP_0187718884; Emi219|CAMPEP_0187794238; Emihu1|447795	0	0	0
Am36	OG1_5_7498	Emi374|CAMPEP_0187606690; Emi379|CAMPEP_0187653724; Emi370|CAMPEP_0187679668; Emi219|CAMPEP_0187779140; Emihu1|453895	0	0	0
