	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Other amino acid metabolism	5.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.73	0.0	0.0	0.0	0.0	0.0
Lipid metabolism	177.97499999999997	3.21	18.39	149.26000000000002	14.71	0.0	0.0	0.0	4.65	0.0	3.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.67	0.0	1.96	0.0	0.0	0.0	0.0	184.18
RNA processing	1320.2299999999998	8.059999999999999	0.0	3.65	0.0	11.38	83.04	9.17	6.38	0.0	32.37	0.0	0.0	101.55	144.81	0.0	0.39	0.0	9.98	0.0	0.0	8.28	3.96	0.0	0.0	0.0	7.86	114.53	151.81	16.81	76.71000000000001
Cofactor and vitamin biosynthesis	469.74500000000006	0.0	3.68	5.46	0.0	2216.75	2.27	0.0	8.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07	0.0	19.52	0.0	0.0	0.0	17.73
Glycan metabolism	34.14	0.0	0.0	4.75	0.0	0.0	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	16.12	0.0	0.0	0.0	0.0	0.0	0.0	42.56	46.92	0.0	0.0
Protein processing	1059.73	44.11	0.0	1.71	96.83	0.0	0.0	2.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	0.0	0.0	0.0	3.13	0.0	0.0	0.0	36.660000000000004
Alkaloid and other secondary metabolite biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysine metabolism	135.70000000000002	0.0	0.0	8.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cysteine and methionine metabolism	6154.04	0.0	0.0	3.47	0.0	0.0	0.0	0.0	9.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.79	0.0	8280.83	0.0
Ubiquitin system	180.54500000000002	0.0	0.07	0.0	4.3	0.0	0.0	0.0	5.6	0.0	0.0	66.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.95	60.59	0.0	34.66	5.49
RNA polymerase	107.78000000000002	0.0	2.97	13.81	0.0	0.0	3.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.15	0.0	0.0	0.0	0.0	20.8	0.0	0.0	0.0
Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
