	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
DNA polymerase	3.5700000000000003	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Replication system	8.87	0.0	15.17	0.0	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.91	0.0	0.0
Other carbohydrate metabolism	280.57	8.06	4.85	3.98	295.02	146.91	0.0	0.0	0.0	12.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.32	0.0	168.93	15.56
Two-component regulatory system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteasome	440.155	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.75	0.14	0.0	0.0	0.0	0.0	7.29
Pyrimidine metabolism	104.13	2.42	18.19	0.0	3.22	0.0	0.0	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.48	0.0	0.0	3.56
Photosynthesis	0.0	695.96	0.0	0.0	4.97	0.0	0.0	0.0	0.0	33.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0
Fatty acid metabolism	252.79000000000002	0.0	0.0	5.53	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.48	0.0
Nitrogen metabolism	10.69	14.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.03	0.0	0.0	0.0
Aromatic amino acid metabolism	17.41	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0	3.37	0.0	0.0	1.21	0.0	2.48	13.92	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0
Bacterial secretion system	10.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharide and polyol transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serine and threonine metabolism	9.25	0.0	0.0	0.0	4.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nucleotide sugar	58.31999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Central carbohydrate metabolism	600.975	10.03	15.92	9.05	0.0	14.75	21.11	2.94	0.0	0.0	0.0	8.46	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	6.779999999999999	16.53	0.0	4.09	25.580000000000002
Metabolic capacity	250.23	0.0	0.0	0.0	86.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arginine and proline metabolism	9.135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88
Unannotated	19967.949999999975	3228.6799999999985	2922.939999999999	2458.7500000000027	1735.5900000000004	1584.8100000000006	1149.9799999999996	1439.060000000001	1669.0400000000022	348.46000000000004	2184.999999999999	1057.5099999999998	467.6600000000001	1395.08	392.40000000000015	1310.4000000000005	60890.29999999997	501.49	562.0899999999997	987.9600000000003	695.18	7326.509999999999	722.8900000000001	386.43000000000006	1735.1699999999992	1344.4599999999998	41774.99999999997	23027.169999999995	2669.34	5320.17	535049.12
Aminoacyl tRNA	148.20000000000002	5.42	1.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sugar metabolism	9.59	0.0	0.0	2.31	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP synthesis	689.42	44.86	54.94	0.0	146.16000000000003	3.77	15.32	2.27	0.0	6.09	0.0	0.0	0.0	20.58	0.0	0.0	0.0	0.0	0.0	0.0	2.25	0.0	0.0	10.82	0.0	0.0	0.0	0.0	20.130000000000003	0.0	40.08
Terpenoid backbone biosynthesis	116.65	0.0	13.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.22	0.0	0.0	0.0	16.11	0.0	0.0	0.0	0.0
Lipopolysaccharide metabolism	2.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptide and nickel transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Histidine metabolism	2.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0
Metallic cation, iron-siderophore and vitamin B12 transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other amino acid metabolism	9.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23	0.0	0.0	0.0	0.0	0.0
Lipid metabolism	148.74999999999997	0.0	1.21	116.67	10.36	0.0	4.59	7.56	12.76	0.0	13.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	6.12	0.0	0.0	0.0	0.0	0.0
RNA processing	751.0899999999999	9.32	0.0	3.31	0.0	8.6	79.32	1.11	3.27	0.0	4.3	0.0	0.0	38.14	96.7	0.0	0.7	0.0	0.0	0.0	3.01	0.0	0.0	0.0	0.0	0.0	0.0	53.03	134.95	14.100000000000001	15.83
Cofactor and vitamin biosynthesis	396.735	0.0	7.710000000000001	14.16	0.0	3026.9	0.0	0.0	10.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45	0.0	0.0	0.0	0.0	0.0	2.94	0.0	1.48	0.0	0.0	7.54	1.42	2.14	0.0
Glycan metabolism	42.01	0.0	0.0	18.18	0.0	0.0	0.0	0.0	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	0.0	3.29	9.76	0.0	0.0	0.0	0.0	0.0	44.16	0.0	0.0	5.06
Protein processing	611.5600000000001	12.1	0.0	1.4	71.97999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.490000000000002
Alkaloid and other secondary metabolite biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysine metabolism	51.5	0.0	0.0	2.53	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cysteine and methionine metabolism	3575.3	0.0	0.0	5.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72	0.0	4347.549999999999	0.0
Ubiquitin system	93.14999999999999	0.0	8.14	4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.66	48.93	0.0	0.0	9.01
RNA polymerase	64.205	0.0	1.89	0.0	0.0	0.0	9.59	0.0	0.0	2.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
