	('Emi219', 'Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374', 'Emi379')	('Emi219', 'Emi370', 'Emi374', 'Emihu1')	('Emi219', 'Emi370', 'Emi379', 'Emihu1')	('Emi219', 'Emi374', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370', 'Emi374')	('Emi219', 'Emi370', 'Emi379')	('Emi219', 'Emi370', 'Emihu1')	('Emi219', 'Emi374', 'Emi379')	('Emi219', 'Emi374', 'Emihu1')	('Emi219', 'Emi379', 'Emihu1')	('Emi370', 'Emi374', 'Emi379')	('Emi370', 'Emi374', 'Emihu1')	('Emi370', 'Emi379', 'Emihu1')	('Emi374', 'Emi379', 'Emihu1')	('Emi219', 'Emi370')	('Emi219', 'Emi374')	('Emi219', 'Emi379')	('Emi219', 'Emihu1')	('Emi370', 'Emi374')	('Emi370', 'Emi379')	('Emi370', 'Emihu1')	('Emi374', 'Emi379')	('Emi374', 'Emihu1')	('Emi379', 'Emihu1')	('Emi219',)	('Emi370',)	('Emi374',)	('Emi379',)	('Emihu1',)
Bacterial secretion system	30.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharide and polyol transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serine and threonine metabolism	22.650000000000002	0.0	0.0	0.0	0.81	0.0	0.0	0.0	8.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.27	0.0	9.68
Nucleotide sugar	91.96999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Central carbohydrate metabolism	835.3450000000001	3.76	68.75999999999999	4.0600000000000005	0.0	12.94	30.8	20.880000000000003	0.0	0.0	0.0	30.17	0.0	0.0	0.0	0.0	6.35	0.0	0.0	0.0	0.0	0.0	0.0	68.26	0.0	0.0	0.0	6.54	0.0	0.0	97.56
Metabolic capacity	199.89999999999998	0.0	0.0	0.0	62.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0
Drug resistance	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arginine and proline metabolism	31.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unannotated	27861.64999999999	4523.910000000007	3736.98	4264.35	2108.4999999999995	1902.2800000000004	1690.4800000000007	2304.2200000000003	2762.1099999999997	559.9	3440.0799999999995	1151.7299999999998	979.0400000000001	1337.8100000000004	568.3600000000002	1625.1500000000003	37455.450000000004	565.5199999999999	899.53	1356.3600000000006	965.5999999999999	12329.42	1084.74	626.54	1904.6700000000008	2086.559999999999	30319.389999999985	18163.940000000002	4391.9900000000025	7906.620000000004	321384.37999999995
Aminoacyl tRNA	187.05	12.61	1.17	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45	6.380000000000001	0.0	0.0	12.0
Sugar metabolism	16.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89
ATP synthesis	1376.46	66.57	133.44	4.89	310.89	18.39	10.43	0.0	0.0	0.0	0.0	7.15	0.0	27.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.04	0.0	1.78	0.0	0.0	0.0	0.0	91.16999999999999
Terpenoid backbone biosynthesis	181.15	7.54	14.05	3.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.46	3.24	0.0	0.0	6.14
Lipopolysaccharide metabolism	4.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	0.0	0.0	0.0
Peptide and nickel transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carbohydrate metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Histidine metabolism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	0.0	0.0	4.21
Metallic cation, iron-siderophore and vitamin B12 transport system	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Other amino acid metabolism	17.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.59	0.0	0.0	0.0	0.0	0.0
Lipid metabolism	160.755	3.78	37.29	146.05	11.06	0.0	0.0	6.73	12.9	0.0	14.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.150000000000002	0.0	0.0	0.0	0.0
RNA processing	1126.5300000000002	8.55	0.0	3.89	0.0	14.36	137.85	5.78	0.0	25.37	18.93	0.0	0.0	47.61	245.84	0.0	0.0	0.0	11.69	0.0	0.0	0.0	0.0	0.0	2.11	0.0	8.81	31.77	88.63999999999999	12.78	39.54
Cofactor and vitamin biosynthesis	693.095	2.95	16.45	16.39	0.0	1582.07	0.0	0.0	6.15	0.0	0.0	0.0	0.0	0.0	0.0	4.73	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	2.15	0.0	0.0	0.0	0.0	76.4	0.0
Glycan metabolism	73.55	0.0	0.0	10.9	0.0	0.0	0.0	0.0	2.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.64000000000001	5.62	0.0	0.0
Protein processing	1134.59	53.58	0.0	2.81	121.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08	6.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.2
Alkaloid and other secondary metabolite biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysine metabolism	97.80000000000001	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	0.0	7.11
Cysteine and methionine metabolism	5090.96	0.0	0.0	2.925	0.0	0.0	0.0	0.0	6.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.84	0.0	7193.57	0.0
Ubiquitin system	119.285	0.0	6.86	1.49	6.77	0.0	0.0	3.54	6.449999999999999	0.0	0.0	51.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396.95000000000005	0.0	0.0	19.51	5.34
RNA polymerase	53.85999999999999	0.0	2.75	11.27	0.0	0.0	18.76	0.0	0.0	3.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08	0.0	0.0
Pathogenicity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
